Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,A'pura,31.00,Power,PG-0415,Passenger Van," 213,247.08 "," 213,247.08 "," 3,520.00 ", 91.00 , -   ," 1,020.00 ", 78.33 ," 79,896.60 "," 8,599.50 ", -   ," 301,743.18 "," 54,313.77 "," 356,056.95 ", -   , -   , -   ," 6,878.94 ",, -   , -   , -   ," 301,743.18 "," 54,313.77 "," 356,056.95 "
Prime,A'pura,31.00,BTS Operation,PF-1928,Passenger Van," 213,247.08 "," 213,247.08 "," 3,228.00 ", 44.50 , -   , 728.00 , 78.33 ," 57,024.24 "," 4,205.25 ", -   ," 274,476.57 "," 49,405.78 "," 323,882.35 ", -   , -   , -   ," 6,878.94 ",, -   , -   , -   ," 274,476.57 "," 49,405.78 "," 323,882.35 "
Prime,Badulla,31.00,RND,GS-6345,Passenger Van," 162,789.27 "," 162,789.27 "," 2,531.00 ", 64.00 , -   , 31.00 , 59.88 ," 1,856.28 "," 5,040.00 ", -   ," 169,685.55 "," 30,543.40 "," 200,228.95 ", -   ,, -   ," 5,251.27 ",, -   , -   , -   ," 169,685.55 "," 30,543.40 "," 200,228.95 "
Prime,Batticalo,29.00,RND,PI-1637,Van Field Use," 106,853.33 "," 99,959.57 "," 1,711.00 ", 41.00 , -   , 211.00 , 57.01 ," 12,029.11 "," 3,874.50 ", -   ," 115,863.18 "," 20,855.37 "," 136,718.55 ", 2.00 , -   ," 4,000.00 "," 3,446.88 ",," (4,000.00)", (720.00)," (4,720.00)"," 111,863.18 "," 20,135.37 "," 131,998.55 "
Prime,Chilaw,31.00,BTS Operation,PE-3785,Passenger Van," 213,247.08 "," 213,247.08 "," 2,606.00 ", 41.50 , -   , 106.00 , 78.33 ," 8,302.98 "," 3,921.75 ", -   ," 225,471.81 "," 40,584.93 "," 266,056.74 ", -   , -   , -   ," 6,878.94 ",, -   , -   , -   ," 225,471.81 "," 40,584.93 "," 266,056.74 "
Prime,Colombo,31.00,BTS Operation,PF-3955,Self-Driven 4 X 4 Double cab," 152,000.00 "," 152,000.00 "," 2,067.00 ", -   , -   , -   , 57.75 , -   , -   , -   ," 152,000.00 "," 27,360.00 "," 179,360.00 ", -   , -   , -   ," 4,903.23 ",, -   , -   , -   ," 152,000.00 "," 27,360.00 "," 179,360.00 "
Prime,Galle,31.00,BTS Operation,PE-6334,4 X 4 Double cab," 233,833.33 "," 233,833.33 "," 2,908.00 ", 19.50 , -   , 408.00 , 82.83 ," 33,794.64 "," 1,842.75 ", -   ," 269,470.72 "," 48,504.73 "," 317,975.45 ", -   , -   , -   ," 7,543.01 ",, -   , -   , -   ," 269,470.72 "," 48,504.73 "," 317,975.45 "
Prime,Galle,31.00,Projects,KP-4632,Passenger Car," 142,500.00 "," 142,500.00 "," 3,226.00 ", 78.00 , -   , 726.00 , 54.60 ," 39,639.60 "," 7,371.00 ", -   ," 189,510.60 "," 34,111.91 "," 223,622.51 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 189,510.60 "," 34,111.91 "," 223,622.51 "
Prime,Galle,31.00,RND,CAO-5836,Passenger Car," 142,500.00 "," 142,500.00 "," 4,066.00 ", 39.00 , -   ," 1,566.00 ", 54.60 ," 85,503.60 "," 3,685.50 ", -   ," 231,689.10 "," 41,704.04 "," 273,393.14 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 231,689.10 "," 41,704.04 "," 273,393.14 "
Prime,Homagama,17.00,BTS Operation,CBE-7499,Passenger Car," 117,600.00 "," 64,490.32 ", 878.00 , -   , -   , -   , 54.60 , -   , -   , -   ," 64,490.32 "," 11,608.26 "," 76,098.58 ", 5.00 , -   ," 10,000.00 "," 3,793.55 ",," (10,000.00)"," (1,800.00)"," (11,800.00)"," 54,490.32 "," 9,808.26 "," 64,298.58 "
Prime,Jaffna,31.00,BTS Operation,HJ-1100,Passenger Van," 213,247.08 "," 213,247.08 "," 3,957.00 ", 107.00 , -   ," 1,457.00 ", 78.33 ," 114,126.81 "," 10,111.50 ", -   ," 337,485.39 "," 60,747.37 "," 398,232.76 ", -   , -   , -   ," 6,878.94 ",, -   , -   , -   ," 337,485.39 "," 60,747.37 "," 398,232.76 "
Prime,Jaffna,31.00,Sites Acquisition,PB-6807,Passenger Van," 213,247.08 "," 213,247.08 "," 2,463.00 ", 42.00 , -   , -   , 78.33 , -   ," 3,969.00 ", -   ," 217,216.08 "," 39,098.89 "," 256,314.97 ", -   , -   , -   ," 6,878.94 ",, -   , -   , -   ," 217,216.08 "," 39,098.89 "," 256,314.97 "
Prime,kadawatha,31.00,BTS Operation,PA-2478,Passenger Van," 177,213.75 "," 177,213.75 "," 1,558.00 ", 25.50 , -   , 58.00 , 78.33 ," 4,543.14 "," 2,409.75 ", -   ," 184,166.64 "," 33,150.00 "," 217,316.64 ", -   , -   , -   ," 5,716.57 ",, -   , -   , -   ," 184,166.64 "," 33,150.00 "," 217,316.64 "
Prime,kadawatha,31.00,BTS Operation,PF-9818,Self-Driven 4 X 4 Double cab," 152,000.00 "," 152,000.00 "," 1,913.00 ", -   , -   , -   , 57.75 , -   , -   , -   ," 152,000.00 "," 27,360.00 "," 179,360.00 ", -   , -   , -   ," 4,903.23 ",, -   , -   , -   ," 152,000.00 "," 27,360.00 "," 179,360.00 "
Prime,Kandy,30.00,BTS Operation,CAH-0556,Passenger Car," 142,500.00 "," 137,903.23 "," 2,383.00 ", 24.50 , -   , -   , 54.60 , -   ," 2,315.25 ", -   ," 140,218.48 "," 25,239.33 "," 165,457.80 ", 1.00 , -   ," 2,000.00 "," 4,596.77 ",," (2,000.00)", (360.00)," (2,360.00)"," 138,218.48 "," 24,879.33 "," 163,097.80 "
Prime,Kandy,31.00,BTS Operation,PB-3222,4 X 4 Double cab," 233,833.33 "," 233,833.33 "," 3,521.00 ", 67.00 , -   ," 1,021.00 ", 82.83 ," 84,569.43 "," 6,331.50 ", -   ," 324,734.26 "," 58,452.17 "," 383,186.43 ", -   , -   , -   ," 7,543.01 ",, -   , -   , -   ," 324,734.26 "," 58,452.17 "," 383,186.43 "
Prime,Kandy,29.00,Sites Acquisition,CAC-5437,Van Field Use," 128,633.89 "," 120,334.93 "," 2,201.00 ", 24.00 , -   , -   , 57.01 , -   ," 2,268.00 ", -   ," 122,602.93 "," 22,068.53 "," 144,671.46 ", 2.00 , -   ," 4,000.00 "," 4,149.48 ",," (4,000.00)", (720.00)," (4,720.00)"," 118,602.93 "," 21,348.53 "," 139,951.46 "
Prime,Kandy,7.00,RND,HH-8942,Van Field Use," 102,175.91 "," 23,071.98 ", 460.00 , -   , -   , -   , 57.01 , -   , -   , -   ," 23,071.98 "," 4,152.96 "," 27,224.94 ", -   , -   , -   ," 3,296.00 ",, -   , -   , -   ," 23,071.98 "," 4,152.96 "," 27,224.94 "
Prime,Kandy,31.00,RND,PI-3731,Van Field Use," 128,633.89 "," 128,633.89 "," 2,553.00 ", 89.00 , -   , 53.00 , 57.01 ," 3,021.53 "," 8,410.50 ", -   ," 140,065.92 "," 25,211.87 "," 165,277.79 ", -   , -   , -   ," 4,149.48 ",, -   , -   , -   ," 140,065.92 "," 25,211.87 "," 165,277.79 "
Prime,Kandy,31.00,Power,PF-0288,Passenger Van," 213,247.08 "," 213,247.08 "," 1,795.00 ", 13.00 , -   , -   , 78.33 , -   ," 1,228.50 ", -   ," 214,475.58 "," 38,605.60 "," 253,081.18 ", -   , -   , -   ," 6,878.94 ",, -   , -   , -   ," 214,475.58 "," 38,605.60 "," 253,081.18 "
Prime,Katunayaka,31.00,Projects,CAN-3782,Passenger Car," 142,500.00 "," 142,500.00 "," 2,115.00 ", 7.50 , -   ,, 54.60 , -   , 708.75 , -   ," 143,208.75 "," 25,777.58 "," 168,986.33 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 143,208.75 "," 25,777.58 "," 168,986.33 "
Prime,Katunayaka,29.00,BTS Operation,PD-1734,4 X 4 Double cab," 233,833.33 "," 218,747.31 "," 1,993.18 ", 63.00 , -   ,, 82.83 , -   ," 5,953.50 ", -   ," 224,700.81 "," 40,446.15 "," 265,146.95 ", 2.00 , -   ," 4,000.00 "," 7,543.01 ",," (4,000.00)", (720.00)," (4,720.00)"," 220,700.81 "," 39,726.15 "," 260,426.95 "
Prime,Katunayaka,31.00,BTS Operation,PC-8556,Self-Driven 4 X 4 Double cab," 142,000.00 "," 142,000.00 "," 1,114.12 ", -   , -   , -   , 57.75 , -   , -   , -   ," 142,000.00 "," 25,560.00 "," 167,560.00 ", -   , -   , -   ," 4,580.65 ",, -   , -   , -   ," 142,000.00 "," 25,560.00 "," 167,560.00 "
Prime,Kurunegala,31.00,Civil,PE-0852,Van Field Use," 128,633.89 "," 128,633.89 "," 2,712.00 ", 31.00 , -   , 212.00 , 57.01 ," 12,086.12 "," 2,929.50 ", -   ," 143,649.51 "," 25,856.91 "," 169,506.42 ", -   , -   , -   ," 4,149.48 ",, -   , -   , -   ," 143,649.51 "," 25,856.91 "," 169,506.42 "
Prime,Kurunegala,31.00,Sites Acquisition,CAN-4723,Passenger Car," 142,500.00 "," 142,500.00 "," 3,157.00 ", 30.00 , -   , 657.00 , 54.60 ," 35,872.20 "," 2,835.00 ", -   ," 181,207.20 "," 32,617.30 "," 213,824.50 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 181,207.20 "," 32,617.30 "," 213,824.50 "
Prime,Kurunegala,31.00,Sites Acquisition,CAJ-8634,Passenger Car," 142,500.00 "," 142,500.00 "," 3,330.00 ", 65.00 , 6.00 , 830.00 , 54.60 ," 45,318.00 "," 6,142.50 "," 3,150.00 "," 197,110.50 "," 35,479.89 "," 232,590.39 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 197,110.50 "," 35,479.89 "," 232,590.39 "
Prime,Kurunegala,31.00,Projects,PC-0040,Van Field Use," 128,633.89 "," 128,633.89 "," 3,341.00 ", 118.00 , -   , 841.00 , 57.01 ," 47,945.41 "," 11,151.00 ", -   ," 187,730.30 "," 33,791.45 "," 221,521.75 ", -   , -   , -   ," 4,149.48 ",, -   , -   , -   ," 187,730.30 "," 33,791.45 "," 221,521.75 "
Prime,Kurunegala,31.00,BTS Operation,PC-4962,4 X 4 Double cab," 233,833.33 "," 233,833.33 "," 2,478.00 ", 20.00 , -   ,, 82.83 , -   ," 1,890.00 ", -   ," 235,723.33 "," 42,430.20 "," 278,153.53 ", -   , -   , -   ," 7,543.01 ",, -   , -   , -   ," 235,723.33 "," 42,430.20 "," 278,153.53 "
Prime,Kurunegala,31.00,RND,PC-3390,Passenger Van," 213,247.08 "," 213,247.08 "," 3,826.00 ", 80.00 , -   ," 1,326.00 ", 78.33 ," 103,865.58 "," 7,560.00 ", -   ," 324,672.66 "," 58,441.08 "," 383,113.74 ", -   , -   , -   ," 6,878.94 ",, -   , -   , -   ," 324,672.66 "," 58,441.08 "," 383,113.74 "
Prime,Matara,31.00,Civil,CAO-2620,Passenger Car," 142,500.00 "," 142,500.00 "," 2,413.00 ", 59.50 , -   , -   , 54.60 , -   ," 5,622.75 ", -   ," 148,122.75 "," 26,662.10 "," 174,784.85 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 148,122.75 "," 26,662.10 "," 174,784.85 "
Prime,Matara,31.00,Sites Acquisition,CAW-8684,Passenger Car," 142,500.00 "," 142,500.00 "," 2,416.00 ", 50.50 , -   , -   , 54.60 , -   ," 4,772.25 ", -   ," 147,272.25 "," 26,509.01 "," 173,781.26 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 147,272.25 "," 26,509.01 "," 173,781.26 "
Prime,Matara,30.00,BTS Operation,PF-2260,4 X 4 Double cab," 233,833.33 "," 226,290.32 "," 2,068.85 ", 47.50 , -   ,, 82.83 , -   ," 4,488.75 ", -   ," 230,779.07 "," 41,540.23 "," 272,319.30 ", 1.00 , -   ," 2,000.00 "," 7,543.01 ",," (2,000.00)", (360.00)," (2,360.00)"," 228,779.07 "," 41,180.23 "," 269,959.30 "
Prime,Matara,31.00,BTS Operation,JH-4926,Passenger Van," 162,789.27 "," 162,789.27 "," 3,272.00 ", 56.50 , -   , 772.00 , 59.88 ," 46,227.36 "," 4,449.38 ", -   ," 213,466.01 "," 38,423.88 "," 251,889.89 ", -   , -   , -   ," 5,251.27 ",, -   , -   , -   ," 213,466.01 "," 38,423.88 "," 251,889.89 "
Prime,Nittambuwa,31.00,BTS Operation,PE-2282,4 X 4 Double cab," 201,400.00 "," 201,400.00 "," 1,645.42 ", 15.00 , -   , 145.42 , 82.83 ," 12,045.14 "," 1,417.50 ", -   ," 214,862.64 "," 38,675.27 "," 253,537.91 ", -   , -   , -   ," 6,496.77 ",, -   , -   , -   ," 214,862.64 "," 38,675.27 "," 253,537.91 "
Prime,Panadura,31.00,Sites Acquisition,CAX-3097,Passenger Car," 142,500.00 "," 142,500.00 "," 2,490.00 ", 62.50 , -   , -   , 54.60 , -   ," 5,906.25 ", -   ," 148,406.25 "," 26,713.13 "," 175,119.38 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 148,406.25 "," 26,713.13 "," 175,119.38 "
Prime,Panadura,29.00,Power,CAJ-0725,Passenger Car," 142,500.00 "," 133,306.45 "," 1,964.00 ", 36.50 , -   ,, 54.60 , -   ," 3,449.25 ", -   ," 136,755.70 "," 24,616.03 "," 161,371.73 ", 2.00 , -   ," 4,000.00 "," 4,596.77 ",," (4,000.00)", (720.00)," (4,720.00)"," 132,755.70 "," 23,896.03 "," 156,651.73 "
Prime,Panadura,31.00,BTS Operation,CBD-3756,Passenger Car," 142,500.00 "," 142,500.00 "," 2,033.00 ", 24.00 , -   ,, 54.60 , -   ," 2,268.00 ", -   ," 144,768.00 "," 26,058.24 "," 170,826.24 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 144,768.00 "," 26,058.24 "," 170,826.24 "
Prime,Panadura,31.00,BTS Operation,JW-4703,Passenger Van," 213,247.08 "," 213,247.08 "," 2,052.00 ", 51.50 , -   ,, 78.33 , -   ," 4,866.75 ", -   ," 218,113.83 "," 39,260.49 "," 257,374.32 ", -   , -   , -   ," 6,878.94 ",, -   , -   , -   ," 218,113.83 "," 39,260.49 "," 257,374.32 "
Prime,Polonnaruwa,31.00,BTS Operation,PD-4310,4 X 4 Double cab," 233,833.33 "," 233,833.33 "," 2,835.00 ", 84.50 , -   , 335.00 , 82.83 ," 27,748.05 "," 7,985.25 ", -   ," 269,566.63 "," 48,521.99 "," 318,088.62 ", -   , -   , -   ," 7,543.01 ",, -   , -   , -   ," 269,566.63 "," 48,521.99 "," 318,088.62 "
Prime,Polonnaruwa,31.00,BTS Operation,PC-0387,Passenger Van," 213,247.08 "," 213,247.08 "," 2,752.00 ", 104.00 , -   , 252.00 , 78.33 ," 19,739.16 "," 9,828.00 ", -   ," 242,814.24 "," 43,706.56 "," 286,520.80 ", -   , -   , -   ," 6,878.94 ",, -   , -   , -   ," 242,814.24 "," 43,706.56 "," 286,520.80 "
Prime,Rathnapura,31.00,RND,KQ-5184,Passenger Car," 142,500.00 "," 142,500.00 "," 2,209.00 ", 24.50 , -   , -   , 54.60 , -   ," 2,315.25 ", -   ," 144,815.25 "," 26,066.75 "," 170,882.00 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 144,815.25 "," 26,066.75 "," 170,882.00 "
Prime,Rathnapura,31.00,Sites Acquisition,CAY-8398,Passenger Car," 142,500.00 "," 142,500.00 "," 3,434.00 ", 59.00 , 3.00 , 934.00 , 54.60 ," 50,996.40 "," 5,575.50 "," 1,575.00 "," 200,646.90 "," 36,116.44 "," 236,763.34 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 200,646.90 "," 36,116.44 "," 236,763.34 "
Prime,Thanamalwila,27.00,BTS Operation,PC-9586,4 X 4 Double cab," 233,833.33 "," 203,661.29 "," 2,282.98 ", 33.50 , -   , -   , 82.83 , -   ," 3,165.75 ", -   ," 206,827.04 "," 37,228.87 "," 244,055.90 ", 4.00 , -   ," 8,000.00 "," 7,543.01 ",," (8,000.00)"," (1,440.00)"," (9,440.00)"," 198,827.04 "," 35,788.87 "," 234,615.90 "
Prime,Thanamalwila,31.00,Civil,PJ-8253,Van Field Use," 128,633.89 "," 128,633.89 "," 3,001.00 ", 52.50 , 6.00 , 501.00 , 57.01 ," 28,562.01 "," 4,961.25 "," 3,150.00 "," 165,307.15 "," 29,755.29 "," 195,062.44 ", -   , -   , -   ," 4,149.48 ",, -   , -   , -   ," 165,307.15 "," 29,755.29 "," 195,062.44 "
Prime,Welikada,31.00,BTS Operation,CBC-9768,Self-Driven Passenger Car," 94,176.00 "," 94,176.00 "," 2,017.00 ", -   , -   ,, 33.50 , -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 ", -   , -   , -   ," 3,037.94 ",, -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 "
Prime,Welikada,31.00,Pool,CAU-8614,Passenger Car," 142,500.00 "," 142,500.00 "," 3,586.00 ", 86.00 , 1.00 ," 1,086.00 ", 54.60 ," 59,295.60 "," 8,127.00 ", 525.00 ," 210,447.60 "," 37,880.57 "," 248,328.17 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 210,447.60 "," 37,880.57 "," 248,328.17 "
Prime,Welikada,31.00,Pool,CAA-1612,Passenger Car," 142,500.00 "," 142,500.00 "," 3,683.00 ", 65.00 , -   ," 1,183.00 ", 54.60 ," 64,591.80 "," 6,142.50 ", -   ," 213,234.30 "," 38,382.17 "," 251,616.47 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 213,234.30 "," 38,382.17 "," 251,616.47 "
Prime,Welikada,31.00,Pool,KN-5597,Passenger Car," 142,500.00 "," 142,500.00 "," 4,431.00 ", 102.50 , 1.00 ," 1,931.00 ", 54.60 ," 105,432.60 "," 9,686.25 ", 525.00 ," 258,143.85 "," 46,465.89 "," 304,609.74 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 258,143.85 "," 46,465.89 "," 304,609.74 "
Prime,Welikada,31.00,Pool,CAQ-5544,Passenger Car," 142,500.00 "," 142,500.00 "," 3,319.00 ", 60.50 , 1.00 , 819.00 , 54.60 ," 44,717.40 "," 5,717.25 ", 525.00 ," 193,459.65 "," 34,822.74 "," 228,282.39 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 193,459.65 "," 34,822.74 "," 228,282.39 "
Prime,Welikada,30.00,Pool,CAO-1292,Passenger Car," 142,500.00 "," 137,903.23 "," 3,739.00 ", 76.00 , -   ," 1,239.00 ", 54.60 ," 67,649.40 "," 7,182.00 ", -   ," 212,734.63 "," 38,292.23 "," 251,026.86 ", 1.00 , -   ," 2,000.00 "," 4,596.77 ",," (2,000.00)", (360.00)," (2,360.00)"," 210,734.63 "," 37,932.23 "," 248,666.86 "
Prime,Welikada,31.00,Pool,CAV-2913,Passenger Car," 142,500.00 "," 142,500.00 "," 3,593.00 ", 99.00 , 1.00 ," 1,093.00 ", 54.60 ," 59,677.80 "," 9,355.50 ", 525.00 ," 212,058.30 "," 38,170.49 "," 250,228.79 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 212,058.30 "," 38,170.49 "," 250,228.79 "
Prime,Welikada,31.00,Pool,CAW-7120,Passenger Car," 142,500.00 "," 142,500.00 "," 3,846.00 ", 46.00 , 2.00 ," 1,346.00 ", 54.60 ," 73,491.60 "," 4,347.00 "," 1,050.00 "," 221,388.60 "," 39,849.95 "," 261,238.55 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 221,388.60 "," 39,849.95 "," 261,238.55 "
Prime,Welikada,31.00,Pool,CBC-0290,Passenger Car," 142,500.00 "," 142,500.00 "," 3,414.00 ", 65.00 , 2.00 , 914.00 , 54.60 ," 49,904.40 "," 6,142.50 "," 1,050.00 "," 199,596.90 "," 35,927.44 "," 235,524.34 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 199,596.90 "," 35,927.44 "," 235,524.34 "
Prime,Welikada,31.00,Pool,CAU-7591,Passenger Car," 142,500.00 "," 142,500.00 "," 3,457.00 ", 79.50 , 1.00 , 957.00 , 54.60 ," 52,252.20 "," 7,512.75 ", 525.00 ," 202,789.95 "," 36,502.19 "," 239,292.14 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 202,789.95 "," 36,502.19 "," 239,292.14 "
Prime,Welikada,31.00,Pool,CAZ-3165,Passenger Car," 142,500.00 "," 142,500.00 "," 4,837.00 ", 104.50 , 2.00 ," 2,337.00 ", 54.60 ," 127,600.20 "," 9,875.25 "," 1,050.00 "," 281,025.45 "," 50,584.58 "," 331,610.03 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 281,025.45 "," 50,584.58 "," 331,610.03 "
Prime,Welikada,30.00,Pool,KX-8277,Passenger Car," 142,500.00 "," 137,903.23 "," 3,217.00 ", 69.00 , 1.00 , 717.00 , 54.60 ," 39,148.20 "," 6,520.50 ", 525.00 ," 184,096.93 "," 33,137.45 "," 217,234.37 ", 1.00 , -   ," 2,000.00 "," 4,596.77 ",," (2,000.00)", (360.00)," (2,360.00)"," 182,096.93 "," 32,777.45 "," 214,874.37 "
Prime,Welikada,29.00,Pool,CAN-2228,Passenger Car," 142,500.00 "," 133,306.45 "," 4,026.00 ", 113.50 , -   ," 1,526.00 ", 54.60 ," 83,319.60 "," 10,725.75 ", -   ," 227,351.80 "," 40,923.32 "," 268,275.13 ", 2.00 , -   ," 4,000.00 "," 4,596.77 ",," (4,000.00)", (720.00)," (4,720.00)"," 223,351.80 "," 40,203.32 "," 263,555.13 "
Prime,Welikada,31.00,Pool,CBF-3501,Passenger Car," 142,500.00 "," 142,500.00 "," 3,476.00 ", 48.50 , 1.00 , 976.00 , 54.60 ," 53,289.60 "," 4,583.25 ", 525.00 ," 200,897.85 "," 36,161.61 "," 237,059.46 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 200,897.85 "," 36,161.61 "," 237,059.46 "
Prime,Welikada,30.00,Pool,CBJ-9817,Passenger Car," 142,500.00 "," 137,903.23 "," 2,885.00 ", 61.50 , 2.00 , 385.00 , 54.60 ," 21,021.00 "," 5,811.75 "," 1,050.00 "," 165,785.98 "," 29,841.48 "," 195,627.45 ", 1.00 , -   ," 2,000.00 "," 4,596.77 ",," (2,000.00)", (360.00)," (2,360.00)"," 163,785.98 "," 29,481.48 "," 193,267.45 "
Prime,Welikada,31.00,Pool,CAK-9887,Passenger Car," 142,500.00 "," 142,500.00 "," 4,165.00 ", 59.00 , 1.00 ," 1,665.00 ", 54.60 ," 90,909.00 "," 5,575.50 ", 525.00 ," 239,509.50 "," 43,111.71 "," 282,621.21 ", -   , -   , -   ," 4,596.77 ",, -   , -   , -   ," 239,509.50 "," 43,111.71 "," 282,621.21 "
