Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,A'pura,31.00,BTS Operation,PF-1928,Passenger Van," 183,500.00 "," 183,500.00 "," 3,443.00 ", 38.00 , -   , 943.00 , 73.50 ," 69,310.50 "," 3,411.64 ", -   ," 256,222.14 "," 46,119.99 "," 302,342.13 ", -   , -   , -   ," 5,919.35 ",, -   , -   , -   ," 256,222.14 "," 46,119.99 "," 302,342.13 "
Prime,Badulla,31.00,RND,GS-6345,Passenger Van," 137,833.34 "," 137,833.34 "," 2,196.00 ", 29.00 , -   , -   , 65.33 , -   ," 2,603.62 ", -   ," 140,436.96 "," 25,278.65 "," 165,715.61 ", -   ,, -   ," 4,446.24 ",, -   , -   , -   ," 140,436.96 "," 25,278.65 "," 165,715.61 "
Prime,Batticalo,31.00,RND,PI-1637,Van Field Use," 105,853.33 "," 105,853.33 "," 1,473.00 ", 69.50 , -   , -   , 55.67 , -   ," 6,436.40 ", -   ," 112,289.73 "," 20,212.15 "," 132,501.88 ", -   , -   , -   ," 3,414.62 ",, -   , -   , -   ," 112,289.73 "," 20,212.15 "," 132,501.88 "
Shakya,Chilaw,18.00,BTS Operation,PJ-2492,Van Field Use," 101,509.24 "," 58,940.85 ", 427.00 , 0.50 , -   , -   , 55.67 , -   , 46.31 , -   ," 58,987.15 "," 10,617.69 "," 69,604.84 ", -   , -   , -   ," 3,274.49 ",, -   , -   , -   ," 58,987.15 "," 10,617.69 "," 69,604.84 "
Shakya,Colombo,31.00,BTS Operation,PF-3955,Self-Driven 4 X 4 Double cab," 137,025.00 "," 137,025.00 "," 1,715.00 ", -   , -   , 215.00 , 51.45 ," 11,061.75 ", -   , -   ," 148,086.75 "," 26,655.62 "," 174,742.37 ", -   , -   , -   ," 4,420.16 ",, -   , -   , -   ," 148,086.75 "," 26,655.62 "," 174,742.37 "
Prime,Galle,31.00,BTS Operation,PD-8263,4 X 4 Double cab," 230,500.00 "," 230,500.00 "," 2,725.00 ", 22.00 , -   , 225.00 , 81.50 ," 18,337.50 "," 2,037.42 ", -   ," 250,874.92 "," 45,157.49 "," 296,032.41 ", -   , -   , -   ," 7,435.48 ",, -   , -   , -   ," 250,874.92 "," 45,157.49 "," 296,032.41 "
Prime,Galle,29.00,Projects,KP-4632,Passenger Car," 141,000.00 "," 131,903.23 "," 2,319.00 ", 22.50 , -   ,, 54.00 , -   ," 2,092.50 ", -   ," 133,995.73 "," 24,119.23 "," 158,114.96 ", 2.00 , -   ," 4,000.00 "," 4,548.39 ",," (4,000.00)", (720.00)," (4,720.00)"," 129,995.73 "," 23,399.23 "," 153,394.96 "
Prime,Galle,31.00,RND,CAO-5836,Passenger Car," 141,000.00 "," 141,000.00 "," 3,330.00 ", 32.50 , -   , 830.00 , 54.00 ," 44,820.00 "," 3,022.50 ", -   ," 188,842.50 "," 33,991.65 "," 222,834.15 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 188,842.50 "," 33,991.65 "," 222,834.15 "
Prime,Homagama,27.00,BTS Operation,CBF-3501,Passenger Car," 123,000.00 "," 107,129.03 "," 1,336.00 ", 11.00 , -   ,, 54.00 , -   ," 1,023.00 ", -   ," 108,152.03 "," 19,467.37 "," 127,619.40 ", 4.00 , -   ," 8,000.00 "," 3,967.74 ",," (8,000.00)"," (1,440.00)"," (9,440.00)"," 100,152.03 "," 18,027.37 "," 118,179.40 "
Shakya,Jaffna,31.00,BTS Operation,HJ-1100,Passenger Van," 171,913.33 "," 171,913.33 "," 4,466.00 ", 149.00 , -   ," 1,966.00 ", 65.33 ," 128,438.78 "," 13,377.22 ", -   ," 313,729.33 "," 56,471.28 "," 370,200.61 ", -   , -   , -   ," 5,545.59 ",, -   , -   , -   ," 313,729.33 "," 56,471.28 "," 370,200.61 "
Shakya,Jaffna,31.00,Sites Acquisition,PB-6807,Passenger Van," 171,913.33 "," 171,913.33 "," 2,783.00 ", 53.50 , -   , 283.00 , 65.33 ," 18,488.39 "," 4,803.23 ", -   ," 195,204.95 "," 35,136.89 "," 230,341.84 ", -   , -   , -   ," 5,545.59 ",, -   , -   , -   ," 195,204.95 "," 35,136.89 "," 230,341.84 "
Prime,kadawatha,31.00,BTS Operation,PA-2478,Passenger Van," 156,500.00 "," 156,500.00 "," 1,611.00 ", 9.50 , -   , 111.00 , 73.50 ," 8,158.50 ", 852.91 , -   ," 165,511.41 "," 29,792.05 "," 195,303.46 ", -   , -   , -   ," 5,048.39 ",, -   , -   , -   ," 165,511.41 "," 29,792.05 "," 195,303.46 "
CS Tours,kadawatha,31.00,BTS Operation,PF-9818,Self-Driven 4 X 4 Double cab," 137,025.00 "," 137,025.00 "," 1,718.00 ", -   , -   , 218.00 , 51.45 ," 11,216.10 ", -   , -   ," 148,241.10 "," 26,683.40 "," 174,924.50 ", -   , -   , -   ," 4,420.16 ",, -   , -   , -   ," 148,241.10 "," 26,683.40 "," 174,924.50 "
Prime,Kandy,31.00,BTS Operation,CAH-0556,Passenger Car," 123,000.00 "," 123,000.00 "," 1,510.00 ", 35.50 , -   , 10.00 , 54.00 , 540.00 ," 3,301.50 ", -   ," 126,841.50 "," 22,831.47 "," 149,672.97 ", -   , -   , -   ," 3,967.74 ",, -   , -   , -   ," 126,841.50 "," 22,831.47 "," 149,672.97 "
Prime,Kandy,27.00,BTS Operation,PB-3222,4 X 4 Double cab," 230,500.00 "," 200,758.06 "," 2,074.00 ", 39.00 , -   ,, 81.50 , -   ," 3,611.79 ", -   ," 204,369.85 "," 36,786.57 "," 241,156.43 ", 4.00 , -   ," 8,000.00 "," 7,435.48 ",," (8,000.00)"," (1,440.00)"," (9,440.00)"," 196,369.85 "," 35,346.57 "," 231,716.43 "
Prime,Kandy,31.00,Sites Acquisition,CAC-5437,Van Field Use," 126,966.67 "," 126,966.67 "," 2,181.00 ", 40.50 , -   ,, 55.67 , -   ," 3,750.71 ", -   ," 130,717.38 "," 23,529.13 "," 154,246.50 ", -   , -   , -   ," 4,095.70 ",, -   , -   , -   ," 130,717.38 "," 23,529.13 "," 154,246.50 "
Prime,Kandy,15.00,RND,HH-8942,Van Field Use," 105,853.33 "," 51,219.35 "," 1,571.00 ", 18.50 , -   , 71.00 , 55.67 ," 3,952.57 "," 1,713.29 ", -   ," 56,885.21 "," 10,239.34 "," 67,124.55 ", -   , -   , -   ," 3,414.62 ",, -   , -   , -   ," 56,885.21 "," 10,239.34 "," 67,124.55 "
Prime,Kandy,31.00,RND,PI-3731,Van Field Use," 126,966.67 "," 126,966.67 "," 2,019.00 ", 83.00 , -   ,, 55.67 , -   ," 7,686.63 ", -   ," 134,653.30 "," 24,237.59 "," 158,890.89 ", -   , -   , -   ," 4,095.70 ",, -   , -   , -   ," 134,653.30 "," 24,237.59 "," 158,890.89 "
Prime,Kandy,31.00,Power,PF-0288,Passenger Van," 183,500.00 "," 183,500.00 "," 2,428.00 ", 24.00 , -   ,, 73.50 , -   ," 2,154.72 ", -   ," 185,654.72 "," 33,417.85 "," 219,072.57 ", -   , -   , -   ," 5,919.35 ",, -   , -   , -   ," 185,654.72 "," 33,417.85 "," 219,072.57 "
Prime,Katunayaka,30.00,Projects,CAN-3782,Passenger Car," 141,000.00 "," 136,451.61 "," 2,056.00 ", 15.50 , -   ,, 54.00 , -   ," 1,441.50 ", -   ," 137,893.11 "," 24,820.76 "," 162,713.87 ", 1.00 , -   ," 2,000.00 "," 4,548.39 ",," (2,000.00)", (360.00)," (2,360.00)"," 135,893.11 "," 24,460.76 "," 160,353.87 "
Prime,Katunayaka,31.00,BTS Operation,PD-1734,4 X 4 Double cab," 230,500.00 "," 230,500.00 "," 2,126.81 ", 79.00 , -   ,, 81.50 , -   ," 7,316.19 ", -   ," 237,816.19 "," 42,806.91 "," 280,623.10 ", -   , -   , -   ," 7,435.48 ",, -   , -   , -   ," 237,816.19 "," 42,806.91 "," 280,623.10 "
Prime,Katunayaka,31.00,BTS Operation,PC-8556,Self-Driven 4 X 4 Double cab," 137,025.00 "," 137,025.00 "," 1,164.03 ", -   , -   ,, 51.45 , -   , -   , -   ," 137,025.00 "," 24,664.50 "," 161,689.50 ", -   , -   , -   ," 4,420.16 ",, -   , -   , -   ," 137,025.00 "," 24,664.50 "," 161,689.50 "
CS Tours,Kurunegala,31.00,Civil,PE-0852,Van Field Use," 126,966.67 "," 126,966.67 "," 2,734.00 ", 56.00 , -   , 234.00 , 55.67 ," 13,026.78 "," 5,186.16 ", -   ," 145,179.61 "," 26,132.33 "," 171,311.94 ", 1.00 , -   ," 2,000.00 "," 4,095.70 ",," (2,000.00)", (360.00)," (2,360.00)"," 143,179.61 "," 25,772.33 "," 168,951.94 "
Prime,Kurunegala,31.00,Sites Acquisition,CAN-4723,Passenger Car," 141,000.00 "," 141,000.00 "," 2,581.00 ", 28.00 , -   , 81.00 , 54.00 ," 4,374.00 "," 2,604.00 ", -   ," 147,978.00 "," 26,636.04 "," 174,614.04 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 147,978.00 "," 26,636.04 "," 174,614.04 "
Prime,Kurunegala,24.00,Sites Acquisition,CBC-1077,Van Field use," 126,966.67 "," 98,296.78 "," 2,332.00 ", 44.50 , 4.00 ,, 55.67 , -   ," 4,121.15 "," 1,600.00 "," 104,017.92 "," 18,723.23 "," 122,741.15 ", 7.00 , -   ," 14,000.00 "," 4,095.70 ",," (14,000.00)"," (2,520.00)"," (16,520.00)"," 90,017.92 "," 16,203.23 "," 106,221.15 "
CS Tours,Kurunegala,31.00,Projects,PC-0040,Van Field Use," 126,966.67 "," 126,966.67 "," 2,647.00 ", 94.50 , -   , 147.00 , 55.67 ," 8,183.49 "," 8,751.65 ", -   ," 143,901.81 "," 25,902.32 "," 169,804.13 ", 1.00 , -   ," 2,000.00 "," 4,095.70 ",," (2,000.00)", (360.00)," (2,360.00)"," 141,901.81 "," 25,542.32 "," 167,444.13 "
Prime,Kurunegala,31.00,BTS Operation,PC-4962,4 X 4 Double cab," 230,500.00 "," 230,500.00 "," 2,279.00 ", 26.50 , -   ,, 81.50 , -   ," 2,454.17 ", -   ," 232,954.17 "," 41,931.75 "," 274,885.91 ", -   , -   , -   ," 7,435.48 ",, -   , -   , -   ," 232,954.17 "," 41,931.75 "," 274,885.91 "
Prime,Kurunegala,31.00,RND,PC-3390,Passenger Van," 183,500.00 "," 183,500.00 "," 4,692.00 ", 100.50 , -   ," 2,192.00 ", 73.50 ," 161,112.00 "," 9,022.89 ", -   ," 353,634.89 "," 63,654.28 "," 417,289.17 ", -   , -   , -   ," 5,919.35 ",, -   , -   , -   ," 353,634.89 "," 63,654.28 "," 417,289.17 "
Prime,Matara,31.00,Civil,CAO-2620,Passenger Car," 141,000.00 "," 141,000.00 "," 2,346.00 ", 46.50 , -   ,, 54.00 , -   ," 4,324.50 ", -   ," 145,324.50 "," 26,158.41 "," 171,482.91 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 145,324.50 "," 26,158.41 "," 171,482.91 "
Prime,Matara,29.00,Sites Acquisition,CAW-8684,Passenger Car," 141,000.00 "," 131,903.23 "," 2,422.00 ", 29.00 , -   ,, 54.00 , -   ," 2,697.00 ", -   ," 134,600.23 "," 24,228.04 "," 158,828.27 ", 2.00 , -   ," 4,000.00 "," 4,548.39 ",," (4,000.00)", (720.00)," (4,720.00)"," 130,600.23 "," 23,508.04 "," 154,108.27 "
Prime,Matara,31.00,BTS Operation,PF-2260,4 X 4 Double cab," 230,500.00 "," 230,500.00 "," 2,505.16 ", 56.00 , -   , 5.16 , 81.50 , 420.54 ," 5,186.16 ", -   ," 236,106.70 "," 42,499.21 "," 278,605.91 ", -   , -   , -   ," 7,435.48 ",, -   , -   , -   ," 236,106.70 "," 42,499.21 "," 278,605.91 "
Prime,Matara,31.00,BTS Operation,JH-4926,Passenger Van," 137,833.34 "," 137,833.34 "," 3,800.00 ", 67.00 , -   ," 1,300.00 ", 65.33 ," 84,929.00 "," 6,015.26 ", -   ," 228,777.60 "," 41,179.97 "," 269,957.57 ", -   , -   , -   ," 4,446.24 ",, -   , -   , -   ," 228,777.60 "," 41,179.97 "," 269,957.57 "
Prime,Nittambuwa,5.00,BTS Operation,PE-2282,4 X 4 Double cab," 189,000.00 "," 30,483.87 ", 98.21 , -   , -   ,, 81.50 , -   , -   , -   ," 30,483.87 "," 5,487.10 "," 35,970.97 ", -   , -   , -   ," 6,096.77 ",, -   , -   , -   ," 30,483.87 "," 5,487.10 "," 35,970.97 "
Prime,Panadura,25.00,Sites Acquisition,CAX-3097,Passenger Car," 141,000.00 "," 113,709.68 "," 1,976.00 ", 31.50 , -   ,, 54.00 , -   ," 2,929.50 ", -   ," 116,639.18 "," 20,995.05 "," 137,634.23 ", 6.00 , -   ," 12,000.00 "," 4,548.39 ",," (12,000.00)"," (2,160.00)"," (14,160.00)"," 104,639.18 "," 18,835.05 "," 123,474.23 "
Prime,Panadura,31.00,Power,CAV-1171,Passenger Car," 141,000.00 "," 141,000.00 "," 2,193.00 ", 43.00 , -   ,, 54.00 , -   ," 3,999.00 ", -   ," 144,999.00 "," 26,099.82 "," 171,098.82 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 144,999.00 "," 26,099.82 "," 171,098.82 "
Prime,Panadura,31.00,BTS Operation,CBD-3756,Passenger Car," 123,000.00 "," 123,000.00 "," 1,721.00 ", 37.00 , -   , 221.00 , 54.00 ," 11,934.00 "," 3,441.00 ", -   ," 138,375.00 "," 24,907.50 "," 163,282.50 ", -   , -   , -   ," 3,967.74 ",, -   , -   , -   ," 138,375.00 "," 24,907.50 "," 163,282.50 "
Prime,Panadura,15.00,BTS Operation,JW-4703,Passenger Van," 149,000.00 "," 72,096.77 ", 778.00 , 23.50 , -   ,, 73.50 , -   ," 2,109.83 ", -   ," 74,206.60 "," 13,357.19 "," 87,563.79 ", -   , -   , -   ," 4,806.45 ",, -   , -   , -   ," 74,206.60 "," 13,357.19 "," 87,563.79 "
Prime,Panadura,16.00,BTS Operation,JW-4703',4 X 4 Double cab," 230,500.00 "," 118,967.74 "," 1,910.00 ", 80.50 , -   ,, 81.50 , -   ," 7,455.11 ", -   ," 126,422.85 "," 22,756.11 "," 149,178.96 ", -   , -   , -   ," 7,435.48 ",, -   , -   , -   ," 126,422.85 "," 22,756.11 "," 149,178.96 "
Prime,Polonnaruwa,31.00,BTS Operation,PD-4310,4 X 4 Double cab," 230,500.00 "," 230,500.00 "," 2,506.00 ", 102.00 , -   , 6.00 , 81.50 , 489.00 ," 9,446.22 ", -   ," 240,435.22 "," 43,278.34 "," 283,713.56 ", -   , -   , -   ," 7,435.48 ",, -   , -   , -   ," 240,435.22 "," 43,278.34 "," 283,713.56 "
Prime,Polonnaruwa,29.00,BTS Operation,PC-0387,Passenger Van," 183,500.00 "," 171,661.29 "," 2,542.00 ", 54.00 , -   , 42.00 , 73.50 ," 3,087.00 "," 4,848.12 ", -   ," 179,596.41 "," 32,327.35 "," 211,923.76 ", 2.00 , -   ," 4,000.00 "," 5,919.35 ",," (4,000.00)", (720.00)," (4,720.00)"," 175,596.41 "," 31,607.35 "," 207,203.76 "
Prime,Rathnapura,31.00,RND,KQ-5184,Passenger Car," 141,000.00 "," 141,000.00 "," 1,789.00 ", 10.50 , -   ,, 54.00 , -   , 976.50 , -   ," 141,976.50 "," 25,555.77 "," 167,532.27 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 141,976.50 "," 25,555.77 "," 167,532.27 "
Prime,Rathnapura,31.00,Sites Acquisition,CAY-8398,Passenger Car," 141,000.00 "," 141,000.00 "," 4,148.00 ", 53.50 , -   ," 1,648.00 ", 54.00 ," 88,992.00 "," 4,975.50 ", -   ," 234,967.50 "," 42,294.15 "," 277,261.65 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 234,967.50 "," 42,294.15 "," 277,261.65 "
Prime,Thanamalwila,21.00,BTS Operation,PB-6017,4 X 4 Double cab," 230,500.00 "," 156,145.16 "," 1,909.00 ", 34.00 , -   ,, 81.50 , -   ," 3,148.74 ", -   ," 159,293.90 "," 28,672.90 "," 187,966.80 ", -   , -   , -   ," 7,435.48 ",, -   , -   , -   ," 159,293.90 "," 28,672.90 "," 187,966.80 "
CS Tours,Thanamalwila,31.00,Civil,PJ-8253,Van Field Use," 126,966.67 "," 126,966.67 "," 3,096.00 ", 46.50 , -   , 596.00 , 55.67 ," 33,179.32 "," 4,306.37 ", -   ," 164,452.36 "," 29,601.42 "," 194,053.78 ", -   , -   , -   ," 4,095.70 ",, -   , -   , -   ," 164,452.36 "," 29,601.42 "," 194,053.78 "
Prime,Welikada,31.00,BTS Operation,CBC-9768,Self-Driven Passenger Car," 84,000.00 "," 84,000.00 "," 1,850.00 ", -   , -   ,, 30.50 , -   , -   , -   ," 84,000.00 "," 15,120.00 "," 99,120.00 ", -   , -   , -   ," 2,709.68 ",, -   , -   , -   ," 84,000.00 "," 15,120.00 "," 99,120.00 "
Prime,Welikada,30.00,Pool,CAU-8614,Passenger Car," 141,000.00 "," 136,451.61 "," 3,480.00 ", 87.50 , 1.00 , 980.00 , 54.00 ," 52,920.00 "," 8,137.50 ", 400.00 ," 197,909.11 "," 35,623.64 "," 233,532.75 ", 1.00 , -   ," 2,000.00 "," 4,548.39 ",," (2,000.00)", (360.00)," (2,360.00)"," 195,909.11 "," 35,263.64 "," 231,172.75 "
Prime,Welikada,31.00,Pool,CAA-1612,Passenger Car," 141,000.00 "," 141,000.00 "," 3,391.00 ", 81.50 , -   , 891.00 , 54.00 ," 48,114.00 "," 7,579.50 ", -   ," 196,693.50 "," 35,404.83 "," 232,098.33 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 196,693.50 "," 35,404.83 "," 232,098.33 "
Prime,Welikada,31.00,Pool,KN-5597,Passenger Car," 141,000.00 "," 141,000.00 "," 3,915.00 ", 90.50 , 2.00 ," 1,415.00 ", 54.00 ," 76,410.00 "," 8,416.50 ", 800.00 ," 226,626.50 "," 40,792.77 "," 267,419.27 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 226,626.50 "," 40,792.77 "," 267,419.27 "
Prime,Welikada,31.00,Pool,CAQ-5544,Passenger Car," 141,000.00 "," 141,000.00 "," 3,352.00 ", 73.50 , 1.00 , 852.00 , 54.00 ," 46,008.00 "," 6,835.50 ", 400.00 ," 194,243.50 "," 34,963.83 "," 229,207.33 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 194,243.50 "," 34,963.83 "," 229,207.33 "
Prime,Welikada,31.00,Pool,CAO-1292,Passenger Car," 141,000.00 "," 141,000.00 "," 4,049.00 ", 92.50 , -   ," 1,549.00 ", 54.00 ," 83,646.00 "," 8,602.50 ", -   ," 233,248.50 "," 41,984.73 "," 275,233.23 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 233,248.50 "," 41,984.73 "," 275,233.23 "
Prime,Welikada,30.00,Pool,CAK-9887,Passenger Car," 141,000.00 "," 136,451.61 "," 3,174.00 ", 61.50 , 2.00 , 674.00 , 54.00 ," 36,396.00 "," 5,719.50 ", 800.00 ," 179,367.11 "," 32,286.08 "," 211,653.19 ", 1.00 , -   ," 2,000.00 "," 4,548.39 ",," (2,000.00)", (360.00)," (2,360.00)"," 177,367.11 "," 31,926.08 "," 209,293.19 "
Prime,Welikada,29.00,Pool,CBJ-9817,Passenger Car," 141,000.00 "," 131,903.23 "," 2,979.00 ", 86.00 , 2.00 , 479.00 , 54.00 ," 25,866.00 "," 7,998.00 ", 800.00 ," 166,567.23 "," 29,982.10 "," 196,549.33 ", 2.00 , -   ," 4,000.00 "," 4,548.39 ",," (4,000.00)", (720.00)," (4,720.00)"," 162,567.23 "," 29,262.10 "," 191,829.33 "
Prime,Welikada,31.00,Pool,CAW-7120,Passenger Car," 141,000.00 "," 141,000.00 "," 4,495.00 ", 78.50 , 3.00 ," 1,995.00 ", 54.00 ," 107,730.00 "," 7,300.50 "," 1,200.00 "," 257,230.50 "," 46,301.49 "," 303,531.99 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 257,230.50 "," 46,301.49 "," 303,531.99 "
Prime,Welikada,31.00,Pool,CBC-0290,Passenger Car," 141,000.00 "," 141,000.00 "," 3,792.00 ", 74.00 , 3.00 ," 1,292.00 ", 54.00 ," 69,768.00 "," 6,882.00 "," 1,200.00 "," 218,850.00 "," 39,393.00 "," 258,243.00 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 218,850.00 "," 39,393.00 "," 258,243.00 "
Prime,Welikada,30.00,Pool,CAU-7591,Passenger Car," 141,000.00 "," 136,451.61 "," 3,777.00 ", 76.50 , 1.00 ," 1,277.00 ", 54.00 ," 68,958.00 "," 7,114.50 ", 400.00 ," 212,924.11 "," 38,326.34 "," 251,250.45 ", 1.00 , -   ," 2,000.00 "," 4,548.39 ",," (2,000.00)", (360.00)," (2,360.00)"," 210,924.11 "," 37,966.34 "," 248,890.45 "
Prime,Welikada,31.00,Pool,CAZ-3165,Passenger Car," 141,000.00 "," 141,000.00 "," 3,898.00 ", 92.00 , 2.00 ," 1,398.00 ", 54.00 ," 75,492.00 "," 8,556.00 ", 800.00 ," 225,848.00 "," 40,652.64 "," 266,500.64 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 225,848.00 "," 40,652.64 "," 266,500.64 "
Prime,Welikada,31.00,Pool,KX-8277,Passenger Car," 141,000.00 "," 141,000.00 "," 3,226.00 ", 55.50 , -   , 726.00 , 54.00 ," 39,204.00 "," 5,161.50 ", -   ," 185,365.50 "," 33,365.79 "," 218,731.29 ", -   , -   , -   ," 4,548.39 ",, -   , -   , -   ," 185,365.50 "," 33,365.79 "," 218,731.29 "
Shakya,Welikada,26.00,Pool,PA-1625,Van Field Use," 126,966.67 "," 106,488.17 "," 2,965.00 ", 81.00 , 3.00 , 465.00 , 55.67 ," 25,886.55 "," 7,501.41 "," 1,200.00 "," 141,076.13 "," 25,393.70 "," 166,469.84 ", 5.00 , -   ," 10,000.00 "," 4,095.70 ",," (10,000.00)"," (1,800.00)"," (11,800.00)"," 131,076.13 "," 23,593.70 "," 154,669.84 "
Shakya,Welikada,28.00,Pool,Shakya1,Passenger Car," 125,000.00 "," 112,903.23 "," 2,495.00 ", 30.50 , 1.00 ,, 50.10 , -   ," 2,836.50 ", 400.00 ," 116,139.73 "," 20,905.15 "," 137,044.88 ", 3.00 ," 7,744.00 "," 6,000.00 "," 4,032.26 ",," (13,744.00)"," (2,473.92)"," (16,217.92)"," 102,395.73 "," 18,431.23 "," 120,826.96 "
Shakya,Welikada,26.00,Pool,Shakya2,Passenger Car," 125,000.00 "," 104,838.71 "," 2,424.00 ", 51.00 , 1.00 ,, 50.10 , -   ," 4,743.00 ", 400.00 ," 109,981.71 "," 19,796.71 "," 129,778.42 ", 5.00 , 918.00 ," 10,000.00 "," 4,032.26 ",," (10,918.00)"," (1,965.24)"," (12,883.24)"," 99,063.71 "," 17,831.47 "," 116,895.18 "
