Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,Kandy,18.00,BTS Operation,PD-3222,4 X 4 Double cab," 228,833.34 "," 137,300.00 "," 1,878.00 ", 35.50 , -   ,, 80.84 , -   ," 3,287.66 ", -   ," 140,587.66 "," 25,305.78 "," 165,893.44 ", 1.00 , -   ," 2,000.00 "," 7,627.78 ",," (2,000.00)", (360.00)," (2,360.00)"," 138,587.66 "," 24,945.78 "," 163,533.44 "
Prime,Kandy,3.00,Sites Acquisition,PJ-1477,Van Field Use," 100,842.57 "," 10,084.26 ", 387.00 , 4.50 , -   ,, 55.00 , -   , 416.75 , -   ," 10,501.00 "," 1,890.18 "," 12,391.18 ", -   , -   , -   ," 3,361.42 ",, -   , -   , -   ," 10,501.00 "," 1,890.18 "," 12,391.18 "
Prime,Kandy,30.00,Sites Acquisition,CAC-5437,Van Field Use," 125,300.00 "," 125,300.00 "," 2,638.00 ", 34.00 , -   , 138.00 , 55.00 ," 7,590.00 "," 3,148.74 ", -   ," 136,038.74 "," 24,486.97 "," 160,525.71 ", -   , -   , -   ," 4,176.67 ",, -   , -   , -   ," 136,038.74 "," 24,486.97 "," 160,525.71 "
Prime,Kandy,30.00,RND,PI-3731,Van Field Use," 125,300.00 "," 125,300.00 "," 2,277.00 ", 84.00 , -   ,, 55.00 , -   ," 7,779.24 ", -   ," 133,079.24 "," 23,954.26 "," 157,033.50 ", -   , -   , -   ," 4,176.67 ",, -   , -   , -   ," 133,079.24 "," 23,954.26 "," 157,033.50 "
Prime,Kandy,24.00,Power,252-2977,Passenger Van," 136,166.67 "," 108,933.34 "," 1,800.00 ", 40.00 , -   ,, 64.67 , -   ," 3,591.20 ", -   ," 112,524.54 "," 20,254.42 "," 132,778.95 ", -   , -   , -   ," 4,538.89 ",, -   , -   , -   ," 112,524.54 "," 20,254.42 "," 132,778.95 "
Prime,Kandy,6.00,Power,PF-0288,Passenger Van," 148,333.34 "," 29,666.67 ", 362.00 , 10.50 , -   ,, 72.84 , -   , 942.69 , -   ," 30,609.36 "," 5,509.68 "," 36,119.04 ", -   , -   , -   ," 4,944.44 ",, -   , -   , -   ," 30,609.36 "," 5,509.68 "," 36,119.04 "
Prime,Katunayaka,30.00,Projects,CAN-3782,Passenger Car," 139,500.00 "," 139,500.00 "," 2,262.00 ", 14.50 , -   ,, 53.40 , -   ," 1,348.50 ", -   ," 140,848.50 "," 25,352.73 "," 166,201.23 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 140,848.50 "," 25,352.73 "," 166,201.23 "
Prime,Katunayaka,27.00,BTS Operation,PD-1734,4 X 4 Double cab," 228,833.34 "," 205,950.01 "," 2,090.58 ", 59.00 , -   ,, 80.84 , -   ," 5,463.99 ", -   ," 211,414.00 "," 38,054.52 "," 249,468.52 ", 3.00 , -   ," 6,000.00 "," 7,627.78 ",," (6,000.00)"," (1,080.00)"," (7,080.00)"," 205,414.00 "," 36,974.52 "," 242,388.52 "
Prime,Katunayaka,30.00,BTS Operation,PC-8556,Self-Driven 4 X 4 Double cab," 137,025.00 "," 137,025.00 "," 1,257.41 ", -   , -   ,, 51.45 , -   , -   , -   ," 137,025.00 "," 24,664.50 "," 161,689.50 ", -   , -   , -   ," 4,567.50 ",, -   , -   , -   ," 137,025.00 "," 24,664.50 "," 161,689.50 "
CS Tours,Kurunegala,30.00,Civil,PE-0852,Van Field Use," 125,300.00 "," 125,300.00 "," 2,704.00 ", 35.00 , -   , 204.00 , 55.00 ," 11,220.00 "," 3,241.35 ", -   ," 139,761.35 "," 25,157.04 "," 164,918.39 ", -   , -   , -   ," 4,176.67 ",, -   , -   , -   ," 139,761.35 "," 25,157.04 "," 164,918.39 "
Prime,Kurunegala,30.00,Sites Acquisition,CAC-4723,Passenger Car," 139,500.00 "," 139,500.00 "," 3,111.00 ", 35.00 , -   , 611.00 , 53.40 ," 32,627.40 "," 3,255.00 ", -   ," 175,382.40 "," 31,568.83 "," 206,951.23 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 175,382.40 "," 31,568.83 "," 206,951.23 "
Prime,Kurunegala,30.00,Sites Acquisition,CAQ-0450,Passenger Car," 139,500.00 "," 139,500.00 "," 3,085.00 ", 72.00 , 5.00 , 585.00 , 53.40 ," 31,239.00 "," 6,696.00 "," 2,000.00 "," 179,435.00 "," 32,298.30 "," 211,733.30 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 179,435.00 "," 32,298.30 "," 211,733.30 "
CS Tours,Kurunegala,30.00,Projects,PC-0040,Van Field Use," 125,300.00 "," 125,300.00 "," 2,838.00 ", 113.00 , -   , 338.00 , 55.00 ," 18,590.00 "," 10,464.93 ", -   ," 154,354.93 "," 27,783.89 "," 182,138.82 ", -   , -   , -   ," 4,176.67 ",, -   , -   , -   ," 154,354.93 "," 27,783.89 "," 182,138.82 "
Prime,Kurunegala,30.00,BTS Operation,PC-4962,4 X 4 Double cab," 228,833.34 "," 228,833.34 "," 2,539.00 ", 30.50 , -   , 39.00 , 80.84 ," 3,152.76 "," 2,824.61 ", -   ," 234,810.71 "," 42,265.93 "," 277,076.63 ", -   , -   , -   ," 7,627.78 ",, -   , -   , -   ," 234,810.71 "," 42,265.93 "," 277,076.63 "
Prime,Kurunegala,30.00,RND,PC-3390,Passenger Van," 181,833.34 "," 181,833.34 "," 3,480.00 ", 76.00 , -   , 980.00 , 72.84 ," 71,383.20 "," 6,823.28 ", -   ," 260,039.82 "," 46,807.17 "," 306,846.99 ", -   , -   , -   ," 6,061.11 ",, -   , -   , -   ," 260,039.82 "," 46,807.17 "," 306,846.99 "
Prime,Matara,30.00,Civil,CAO-2620,Passenger Car," 139,500.00 "," 139,500.00 "," 2,412.00 ", 43.50 , -   ,, 53.40 , -   ," 4,045.50 ", -   ," 143,545.50 "," 25,838.19 "," 169,383.69 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 143,545.50 "," 25,838.19 "," 169,383.69 "
Prime,Matara,30.00,Sites Acquisition,CAW-8684,Passenger Car," 139,500.00 "," 139,500.00 "," 2,824.00 ", 27.50 , -   , 324.00 , 53.40 ," 17,301.60 "," 2,557.50 ", -   ," 159,359.10 "," 28,684.64 "," 188,043.74 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 159,359.10 "," 28,684.64 "," 188,043.74 "
Prime,Matara,30.00,BTS Operation,PF-2260,4 X 4 Double cab," 198,400.00 "," 198,400.00 "," 1,669.57 ", 33.00 , -   , 169.57 , 80.84 ," 13,708.04 "," 3,056.13 ", -   ," 215,164.17 "," 38,729.55 "," 253,893.72 ", -   , -   , -   ," 6,613.33 ",, -   , -   , -   ," 215,164.17 "," 38,729.55 "," 253,893.72 "
Prime,Matara,30.00,BTS Operation,JH-4926,Passenger Van," 136,166.67 "," 136,166.67 "," 3,702.00 ", 61.50 , -   ," 1,202.00 ", 64.67 ," 77,733.34 "," 5,521.47 ", -   ," 219,421.48 "," 39,495.87 "," 258,917.35 ", -   , -   , -   ," 4,538.89 ",, -   , -   , -   ," 219,421.48 "," 39,495.87 "," 258,917.35 "
Prime,Panadura,19.00,Sites Acquisition,CAN-0725,Passenger Car," 122,100.00 "," 77,330.00 "," 1,349.00 ", 48.50 , -   ,, 53.40 , -   ," 4,510.50 ", -   ," 81,840.50 "," 14,731.29 "," 96,571.79 ", 7.00 , -   ," 14,000.00 "," 4,070.00 ",," (14,000.00)"," (2,520.00)"," (16,520.00)"," 67,840.50 "," 12,211.29 "," 80,051.79 "
Prime,Panadura,30.00,Power,CAV-1171,Passenger Car," 139,500.00 "," 139,500.00 "," 2,529.00 ", 54.00 , -   , 29.00 , 53.40 ," 1,548.60 "," 5,022.00 ", -   ," 146,070.60 "," 26,292.71 "," 172,363.31 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 146,070.60 "," 26,292.71 "," 172,363.31 "
Prime,Panadura,30.00,BTS Operation,CBD-3756,Passenger Car," 139,500.00 "," 139,500.00 "," 1,938.00 ", 46.50 , -   ,, 53.40 , -   ," 4,324.50 ", -   ," 143,824.50 "," 25,888.41 "," 169,712.91 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 143,824.50 "," 25,888.41 "," 169,712.91 "
Prime,Panadura,30.00,BTS Operation,JW-4703,4 X 4 Double cab," 228,833.34 "," 228,833.34 "," 2,895.00 ", 113.50 , -   , 395.00 , 80.84 ," 31,931.80 "," 10,511.24 ", -   ," 271,276.38 "," 48,829.75 "," 320,106.12 ", -   , -   , -   ," 7,627.78 ",, -   , -   , -   ," 271,276.38 "," 48,829.75 "," 320,106.12 "
Prime,Polonnaruwa,30.00,BTS Operation,PD-4310,4 X 4 Double cab," 228,833.34 "," 228,833.34 "," 2,641.00 ", 94.00 , -   , 141.00 , 80.84 ," 11,398.44 "," 8,705.34 ", -   ," 248,937.12 "," 44,808.68 "," 293,745.80 ", -   , -   , -   ," 7,627.78 ",, -   , -   , -   ," 248,937.12 "," 44,808.68 "," 293,745.80 "
Prime,Polonnaruwa,30.00,BTS Operation,PC-0387,Passenger Van," 181,833.34 "," 181,833.34 "," 2,761.00 ", 96.50 , -   , 261.00 , 72.84 ," 19,011.24 "," 8,663.77 ", -   ," 209,508.35 "," 37,711.50 "," 247,219.85 ", -   , -   , -   ," 6,061.11 ",, -   , -   , -   ," 209,508.35 "," 37,711.50 "," 247,219.85 "
Prime,Rathnapura,30.00,RND,KN-5805,Passenger Car," 139,500.00 "," 139,500.00 "," 1,990.00 ", 47.50 , -   ,, 53.40 , -   ," 4,417.50 ", -   ," 143,917.50 "," 25,905.15 "," 169,822.65 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 143,917.50 "," 25,905.15 "," 169,822.65 "
Prime,Rathnapura,30.00,Sites Acquisition,CAY-8398,Passenger Car," 139,500.00 "," 139,500.00 "," 4,787.00 ", 71.00 , -   ," 2,287.00 ", 53.40 ," 122,125.80 "," 6,603.00 ", -   ," 268,228.80 "," 48,281.18 "," 316,509.98 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 268,228.80 "," 48,281.18 "," 316,509.98 "
Prime,Thanamalwila,30.00,BTS Operation,PB-6017,4 X 4 Double cab," 228,833.34 "," 228,833.34 "," 2,221.00 ", 35.00 , -   ,, 80.84 , -   ," 3,241.35 ", -   ," 232,074.69 "," 41,773.44 "," 273,848.13 ", -   , -   , -   ," 7,627.78 ",, -   , -   , -   ," 232,074.69 "," 41,773.44 "," 273,848.13 "
CS Tours,Thanamalwila,30.00,Civil,PJ-8253,Van Field Use," 125,300.00 "," 125,300.00 "," 3,503.00 ", 67.00 , 6.00 ," 1,003.00 ", 55.00 ," 55,165.00 "," 6,204.87 "," 2,400.00 "," 189,069.87 "," 34,032.58 "," 223,102.45 ", -   , -   , -   ," 4,176.67 ",, -   , -   , -   ," 189,069.87 "," 34,032.58 "," 223,102.45 "
Prime,Welikada,30.00,BTS Operation,CAT-4615,Self-Driven Passenger Car," 84,000.00 "," 84,000.00 "," 1,989.00 ", -   , -   ,, 30.50 , -   , -   , -   ," 84,000.00 "," 15,120.00 "," 99,120.00 ", -   , -   , -   ," 2,800.00 ",, -   , -   , -   ," 84,000.00 "," 15,120.00 "," 99,120.00 "
Prime,Welikada,27.00,Pool,CAU-8614,Passenger Car," 139,500.00 "," 125,550.00 "," 2,905.00 ", 55.00 , 1.00 , 405.00 , 53.40 ," 21,627.00 "," 5,115.00 ", 400.00 ," 152,692.00 "," 27,484.56 "," 180,176.56 ", 3.00 , -   ," 6,000.00 "," 4,650.00 ",," (6,000.00)"," (1,080.00)"," (7,080.00)"," 146,692.00 "," 26,404.56 "," 173,096.56 "
Prime,Welikada,30.00,Pool,CAA-1612,Passenger Car," 139,500.00 "," 139,500.00 "," 3,141.00 ", 68.50 , -   , 641.00 , 53.40 ," 34,229.40 "," 6,370.50 ", -   ," 180,099.90 "," 32,417.98 "," 212,517.88 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 180,099.90 "," 32,417.98 "," 212,517.88 "
Prime,Welikada,30.00,Pool,KN-5597,Passenger Car," 139,500.00 "," 139,500.00 "," 4,231.00 ", 107.00 , 3.00 ," 1,731.00 ", 53.40 ," 92,435.40 "," 9,951.00 "," 1,200.00 "," 243,086.40 "," 43,755.55 "," 286,841.95 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 243,086.40 "," 43,755.55 "," 286,841.95 "
Prime,Welikada,29.00,Pool,CAQ-5544,Passenger Car," 139,500.00 "," 134,850.00 "," 3,064.00 ", 64.00 , -   , 564.00 , 53.40 ," 30,117.60 "," 5,952.00 ", -   ," 170,919.60 "," 30,765.53 "," 201,685.13 ", 1.00 , -   ," 2,000.00 "," 4,650.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 168,919.60 "," 30,405.53 "," 199,325.13 "
Prime,Welikada,30.00,Pool,CAO-1292,Passenger Car," 139,500.00 "," 139,500.00 "," 3,974.00 ", 91.00 , 3.00 ," 1,474.00 ", 53.40 ," 78,711.60 "," 8,463.00 "," 1,200.00 "," 227,874.60 "," 41,017.43 "," 268,892.03 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 227,874.60 "," 41,017.43 "," 268,892.03 "
Prime,Welikada,29.00,Pool,CAK-9887,Passenger Car," 139,500.00 "," 134,850.00 "," 4,364.00 ", 88.00 , 2.00 ," 1,864.00 ", 53.40 ," 99,537.60 "," 8,184.00 ", 800.00 ," 243,371.60 "," 43,806.89 "," 287,178.49 ", 1.00 , -   ," 2,000.00 "," 4,650.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 241,371.60 "," 43,446.89 "," 284,818.49 "
Prime,Welikada,30.00,Pool,CBJ-9817,Passenger Car," 139,500.00 "," 139,500.00 "," 2,792.00 ", 70.00 , 1.00 , 292.00 , 53.40 ," 15,592.80 "," 6,510.00 ", 400.00 ," 162,002.80 "," 29,160.50 "," 191,163.30 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 162,002.80 "," 29,160.50 "," 191,163.30 "
Prime,Welikada,30.00,Pool,CAW-7120,Passenger Car," 139,500.00 "," 139,500.00 "," 3,226.00 ", 63.00 , 1.00 , 726.00 , 53.40 ," 38,768.40 "," 5,859.00 ", 400.00 ," 184,527.40 "," 33,214.93 "," 217,742.33 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 184,527.40 "," 33,214.93 "," 217,742.33 "
Prime,Welikada,30.00,Pool,CBC-0290,Passenger Car," 139,500.00 "," 139,500.00 "," 4,237.00 ", 87.00 , -   ," 1,737.00 ", 53.40 ," 92,755.80 "," 8,091.00 ", -   ," 240,346.80 "," 43,262.42 "," 283,609.22 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 240,346.80 "," 43,262.42 "," 283,609.22 "
Prime,Welikada,29.00,Pool,CAU-7591,Passenger Car," 139,500.00 "," 134,850.00 "," 3,498.00 ", 70.00 , 1.00 , 998.00 , 53.40 ," 53,293.20 "," 6,510.00 ", 400.00 ," 195,053.20 "," 35,109.58 "," 230,162.78 ", 1.00 , -   ," 2,000.00 "," 4,650.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 193,053.20 "," 34,749.58 "," 227,802.78 "
Prime,Welikada,30.00,Pool,CAZ-3165,Passenger Car," 139,500.00 "," 139,500.00 "," 3,351.00 ", 99.00 , 4.00 , 851.00 , 53.40 ," 45,443.40 "," 9,207.00 "," 1,600.00 "," 195,750.40 "," 35,235.07 "," 230,985.47 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 195,750.40 "," 35,235.07 "," 230,985.47 "
Prime,Welikada,30.00,Pool,KX-8277,Passenger Car," 139,500.00 "," 139,500.00 "," 2,691.00 ", 40.50 , -   , 191.00 , 53.40 ," 10,199.40 "," 3,766.50 ", -   ," 153,465.90 "," 27,623.86 "," 181,089.76 ", -   , -   , -   ," 4,650.00 ",, -   , -   , -   ," 153,465.90 "," 27,623.86 "," 181,089.76 "
Shakya,Welikada,28.00,Pool,PA-1625,Van Field Use," 125,300.00 "," 116,946.67 "," 4,206.00 ", 128.00 , 1.00 ," 1,706.00 ", 55.00 ," 93,830.00 "," 11,854.08 ", 400.00 ," 223,030.75 "," 40,145.53 "," 263,176.28 ", 2.00 , -   ," 4,000.00 "," 4,176.67 ",," (4,000.00)", (720.00)," (4,720.00)"," 219,030.75 "," 39,425.53 "," 258,456.28 "
Shakya,Welikada,4.00,Pool,Shakya1,Van Field Use," 100,842.57 "," 13,445.68 ", 186.00 , -   , -   ,, 55.00 , -   , -   , -   ," 13,445.68 "," 2,420.22 "," 15,865.90 ", 5.00 ," 5,880.00 "," 10,000.00 "," 3,361.42 ",," (15,880.00)"," (2,858.40)"," (18,738.40)"," (2,434.32)", (438.18)," (2,872.50)"
Shakya,Welikada,29.00,Pool,Shakya2,Van Field Use," 125,300.00 "," 121,123.33 "," 2,420.00 ", 42.50 , -   ,, 55.00 , -   ," 3,935.93 ", -   ," 125,059.26 "," 22,510.67 "," 147,569.92 ", 1.00 ," 5,516.00 "," 2,000.00 "," 4,176.67 ",," (7,516.00)"," (1,352.88)"," (8,868.88)"," 117,543.26 "," 21,157.79 "," 138,701.04 "
