Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,Welikada,26.00,BTS Operation,PB-5250,4 X 4 Double cab," 228,833.34 "," 198,322.23 "," 3,911.00 ", 100.50 , 5.00 ," 1,411.00 ", 80.84 ," 114,065.24 "," 9,307.31 "," 2,000.00 "," 323,694.77 "," 58,265.06 "," 381,959.83 ", 4.00 , -   ," 8,000.00 "," 7,627.78 ",," (8,000.00)"," (1,440.00)"," (9,440.00)"," 315,694.77 "," 56,825.06 "," 372,519.83 "
Prime,Welikada,30.00,Transport Maintaince,CBK-9688,Self-Driven Passenger Car," 81,500.00 "," 81,500.00 "," 1,183.00 ", -   , -   ,, 30.50 , -   , -   , -   ," 81,500.00 "," 14,670.00 "," 96,170.00 ", -   , -   , -   ," 2,716.67 ",, -   , -   , -   ," 81,500.00 "," 14,670.00 "," 96,170.00 "
Shakya,Welikada,30.00,Transmission Operations,CAT-1657,Self-Driven Passenger Car," 84,000.00 "," 84,000.00 "," 1,777.00 ", -   , -   ,, 30.50 , -   , -   , -   ," 84,000.00 "," 15,120.00 "," 99,120.00 ", -   , -   , -   ," 2,800.00 ",, -   , -   , -   ," 84,000.00 "," 15,120.00 "," 99,120.00 "
Shakya,Welikada,30.00,Transmission Operations,CAD-4201,Self-Driven Passenger Car," 81,500.00 "," 81,500.00 "," 1,555.00 ", -   , -   , 55.00 , 30.50 ," 1,677.50 ", -   , -   ," 83,177.50 "," 14,971.95 "," 98,149.45 ", -   , -   , -   ," 2,716.67 ",, -   , -   , -   ," 83,177.50 "," 14,971.95 "," 98,149.45 "
Shakya,Yatiyanthota,29.00,BTS Operation,PA-4740,Passenger Van,127476.67," 123,227.45 "," 2,196.00 ", 32.00 , -   ,, 64.67 , -   ," 2,872.96 ", -   ," 126,100.41 "," 22,698.07 "," 148,798.48 ", 1.00 , -   ," 2,000.00 "," 4,249.22 ",," (2,000.00)", (360.00)," (2,360.00)"," 124,100.41 "," 22,338.07 "," 146,438.48 "
,,,,,,,," 202,056.88 "," 4,638.50 ", 37.00 ," 37,422.57 ",,,,," 13,488,172.77 ",,,,,,,," (73,396.00)",,," 13,414,776.77 "," 37,422.57 "," 15,829,436.59 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
