Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,Batticalo,30.00,RND,PI-1637,Van Field Use," 104,020.00 "," 104,020.00 "," 1,608.00 ", 74.00 , -   , 108.00 , 54.44 ," 5,879.52 "," 6,853.14 ", -   ," 116,752.66 "," 21,015.48 "," 137,768.13 ", -   , -   , -   ," 3,467.33 ",, -   , -   , -   ," 116,752.66 "," 21,015.48 "," 137,768.13 "
Prime,Chilaw,30.00,BTS Operation,PE-3785,Passenger Van," 180,166.67 "," 180,166.67 "," 2,381.00 ", 68.00 , -   ,, 72.17 , -   ," 6,105.04 ", -   ," 186,271.71 "," 33,528.91 "," 219,800.62 ", -   , -   , -   ," 6,005.56 ",, -   , -   , -   ," 186,271.71 "," 33,528.91 "," 219,800.62 "
Prime,Colombo,30.00,BTS Operation,PF-3955,Self-Driven 4 X 4 Double cab," 146,475.00 "," 146,475.00 "," 1,798.00 ", -   , -   , -   , 51.45 , -   , -   , -   ," 146,475.00 "," 26,365.50 "," 172,840.50 ", -   , -   , -   ," 4,882.50 ",, -   , -   , -   ," 146,475.00 "," 26,365.50 "," 172,840.50 "
Prime,Galle,30.00,BTS Operation,PD-8263,4 X 4 Double cab," 227,166.67 "," 227,166.67 "," 2,168.00 ", 73.00 , -   ,, 80.17 , -   ," 6,760.53 ", -   ," 233,927.20 "," 42,106.90 "," 276,034.10 ", -   , -   , -   ," 7,572.22 ",, -   , -   , -   ," 233,927.20 "," 42,106.90 "," 276,034.10 "
Prime,Galle,30.00,Projects,CBA-9724,Passenger Car," 138,250.00 "," 138,250.00 "," 2,735.00 ", 60.50 , -   , 235.00 , 52.90 ," 12,431.50 "," 5,626.50 ", -   ," 156,308.00 "," 28,135.44 "," 184,443.44 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 156,308.00 "," 28,135.44 "," 184,443.44 "
Prime,Galle,30.00,RND,CAO-5836,Passenger Car," 138,250.00 "," 138,250.00 "," 2,759.00 ", 48.00 , -   , 259.00 , 52.90 ," 13,701.10 "," 4,464.00 ", -   ," 156,415.10 "," 28,154.72 "," 184,569.82 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 156,415.10 "," 28,154.72 "," 184,569.82 "
Prime,Homagama,30.00,BTS Operation,CBF-3501,Passenger Car," 121,350.00 "," 121,350.00 "," 1,623.00 ", 6.00 , -   , 123.00 , 52.90 ," 6,506.70 ", 558.00 , -   ," 128,414.70 "," 23,114.65 "," 151,529.35 ", -   , -   , -   ," 4,045.00 ",, -   , -   , -   ," 128,414.70 "," 23,114.65 "," 151,529.35 "
Shakya,Jaffna,30.00,BTS Operation,HJ-1100,Passenger Van," 168,580.00 "," 168,580.00 "," 4,997.00 ", 146.00 , -   ," 2,497.00 ", 64.00 ," 159,808.00 "," 13,107.88 ", -   ," 341,495.88 "," 61,469.26 "," 402,965.14 ", -   , -   , -   ," 5,619.33 ",, -   , -   , -   ," 341,495.88 "," 61,469.26 "," 402,965.14 "
Shakya,Jaffna,30.00,Sites Acquisition,PB-6807,Passenger Van," 168,580.00 "," 168,580.00 "," 2,626.00 ", 60.50 , -   , 126.00 , 64.00 ," 8,064.00 "," 5,431.69 ", -   ," 182,075.69 "," 32,773.62 "," 214,849.31 ", -   , -   , -   ," 5,619.33 ",, -   , -   , -   ," 182,075.69 "," 32,773.62 "," 214,849.31 "
Prime,kadawatha,30.00,BTS Operation,PA-2478,Passenger Van," 154,500.00 "," 154,500.00 "," 1,626.00 ", 9.50 , -   , 126.00 , 72.17 ," 9,093.42 ", 852.91 , -   ," 164,446.33 "," 29,600.34 "," 194,046.67 ", -   , -   , -   ," 5,150.00 ",, -   , -   , -   ," 164,446.33 "," 29,600.34 "," 194,046.67 "
CS Tours,kadawatha,30.00,BTS Operation,PF-9818,Self-Driven 4 X 4 Double cab," 137,025.00 "," 137,025.00 "," 1,624.00 ", -   , -   , 124.00 , 51.45 ," 6,379.80 ", -   , -   ," 143,404.80 "," 25,812.86 "," 169,217.66 ", -   , -   , -   ," 4,567.50 ",, -   , -   , -   ," 143,404.80 "," 25,812.86 "," 169,217.66 "
Prime,Kandy,30.00,BTS Operation,CAH-0556,Passenger Car," 138,250.00 "," 138,250.00 "," 3,169.00 ", 104.50 , -   , 669.00 , 52.90 ," 35,390.10 "," 9,718.50 ", -   ," 183,358.60 "," 33,004.55 "," 216,363.15 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 183,358.60 "," 33,004.55 "," 216,363.15 "
Prime,Kandy,30.00,BTS Operation,PC-4249,4 X 4 Double cab," 227,166.67 "," 227,166.67 "," 2,181.55 ", 40.50 , -   ,, 80.17 , -   ," 3,750.71 ", -   ," 230,917.38 "," 41,565.13 "," 272,482.50 ", -   , -   , -   ," 7,572.22 ",, -   , -   , -   ," 230,917.38 "," 41,565.13 "," 272,482.50 "
Prime,Kandy,30.00,Sites Acquisition,CAC-5437,Van Field Use," 123,911.11 "," 123,911.11 "," 2,051.00 ", 34.50 , -   ,, 54.44 , -   ," 3,195.05 ", -   ," 127,106.16 "," 22,879.11 "," 149,985.26 ", -   , -   , -   ," 4,130.37 ",, -   , -   , -   ," 127,106.16 "," 22,879.11 "," 149,985.26 "
Prime,Kandy,30.00,RND,PI-3731,Van Field Use," 123,911.11 "," 123,911.11 "," 2,223.00 ", 52.00 , -   ,, 54.44 , -   ," 4,815.72 ", -   ," 128,726.83 "," 23,170.83 "," 151,897.66 ", -   , -   , -   ," 4,130.37 ",, -   , -   , -   ," 128,726.83 "," 23,170.83 "," 151,897.66 "
Prime,Kandy,20.00,Power,PF-0288,Passenger Van," 154,500.00 "," 103,000.00 "," 1,284.00 ", 14.00 , -   ,, 72.17 , -   ," 1,256.92 ", -   ," 104,256.92 "," 18,766.25 "," 123,023.17 ", -   , -   , -   ," 5,150.00 ",, -   , -   , -   ," 104,256.92 "," 18,766.25 "," 123,023.17 "
Prime,Kandy,10.00,Power,252-2977,Passenger Van," 110,500.00 "," 36,833.33 ", 355.00 , 4.00 , -   , -   , 64.00 , -   , 359.12 , -   ," 37,192.45 "," 6,694.64 "," 43,887.10 ", -   , -   , -   ," 3,683.33 ",, -   , -   , -   ," 37,192.45 "," 6,694.64 "," 43,887.10 "
Prime,Katunayaka,30.00,Projects,CAN-3782,Passenger Car," 138,250.00 "," 138,250.00 "," 1,968.00 ", 28.50 , -   , -   , 52.90 , -   ," 2,650.50 ", -   ," 140,900.50 "," 25,362.09 "," 166,262.59 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 140,900.50 "," 25,362.09 "," 166,262.59 "
Prime,Katunayaka,25.00,BTS Operation,PD-1734,4 X 4 Double cab," 197,400.00 "," 164,500.00 "," 1,539.16 ", 65.00 , -   , 39.16 , 80.17 ," 3,139.46 "," 6,019.65 ", -   ," 173,659.11 "," 31,258.64 "," 204,917.75 ", 5.00 , -   ," 10,000.00 "," 6,580.00 ",," (10,000.00)"," (1,800.00)"," (11,800.00)"," 163,659.11 "," 29,458.64 "," 193,117.75 "
Prime,Katunayaka,30.00,BTS Operation,PC-8556,Self-Driven 4 X 4 Double cab," 137,025.00 "," 137,025.00 "," 1,144.54 ", -   , -   ,, 51.45 , -   , -   , -   ," 137,025.00 "," 24,664.50 "," 161,689.50 ", -   , -   , -   ," 4,567.50 ",, -   , -   , -   ," 137,025.00 "," 24,664.50 "," 161,689.50 "
CS Tours,Kurunegala,30.00,Civil,PE-0852,Van Field Use," 123,911.11 "," 123,911.11 "," 3,006.00 ", 41.00 , -   , 506.00 , 54.44 ," 27,546.64 "," 3,797.01 ", -   ," 155,254.76 "," 27,945.86 "," 183,200.62 ", -   , -   , -   ," 4,130.37 ",, -   , -   , -   ," 155,254.76 "," 27,945.86 "," 183,200.62 "
Prime,Kurunegala,30.00,Sites Acquisition,CAN-4723,Passenger Car," 138,250.00 "," 138,250.00 "," 3,141.00 ", 39.00 , -   , 641.00 , 52.90 ," 33,908.90 "," 3,627.00 ", -   ," 175,785.90 "," 31,641.46 "," 207,427.36 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 175,785.90 "," 31,641.46 "," 207,427.36 "
Prime,Kurunegala,30.00,Sites Acquisition,CAQ-0450,Van Field Use," 123,911.11 "," 123,911.11 "," 3,928.00 ", 79.50 , 6.00 ," 1,428.00 ", 54.44 ," 77,740.32 "," 7,362.50 "," 2,400.00 "," 211,413.93 "," 38,054.51 "," 249,468.43 ", -   , -   , -   ," 4,130.37 ",, -   , -   , -   ," 211,413.93 "," 38,054.51 "," 249,468.43 "
CS Tours,Kurunegala,29.00,Projects,PC-0040,Van Field Use," 123,911.11 "," 119,780.74 "," 2,449.00 ", 89.00 , 11.00 , -   , 54.44 , -   ," 8,242.29 "," 4,400.00 "," 132,423.03 "," 23,836.15 "," 156,259.18 ", 1.00 , -   ," 2,000.00 "," 4,130.37 ",," (2,000.00)", (360.00)," (2,360.00)"," 130,423.03 "," 23,476.15 "," 153,899.18 "
Prime,Kurunegala,30.00,BTS Operation,PC-4962,4 X 4 Double cab," 227,166.67 "," 227,166.67 "," 2,807.00 ", 48.50 , -   , 307.00 , 80.17 ," 24,612.19 "," 4,491.59 ", -   ," 256,270.45 "," 46,128.68 "," 302,399.13 ", -   , -   , -   ," 7,572.22 ",, -   , -   , -   ," 256,270.45 "," 46,128.68 "," 302,399.13 "
Prime,Kurunegala,30.00,RND,PC-3390,Passenger Van," 180,166.67 "," 180,166.67 "," 2,978.00 ", 50.50 , -   , 478.00 , 72.17 ," 34,497.26 "," 4,533.89 ", -   ," 219,197.82 "," 39,455.61 "," 258,653.43 ", -   , -   , -   ," 6,005.56 ",, -   , -   , -   ," 219,197.82 "," 39,455.61 "," 258,653.43 "
Prime,Matara,30.00,Civil,CAO-2620,Passenger Car," 138,250.00 "," 138,250.00 "," 2,604.00 ", 33.50 , -   , 104.00 , 52.90 ," 5,501.60 "," 3,115.50 ", -   ," 146,867.10 "," 26,436.08 "," 173,303.18 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 146,867.10 "," 26,436.08 "," 173,303.18 "
Prime,Matara,30.00,Sites Acquisition,CAW-8684,Passenger Car," 138,250.00 "," 138,250.00 "," 2,420.00 ", 36.50 , -   , -   , 52.90 , -   ," 3,394.50 ", -   ," 141,644.50 "," 25,496.01 "," 167,140.51 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 141,644.50 "," 25,496.01 "," 167,140.51 "
Prime,Matara,30.00,BTS Operation,PF-2260,4 X 4 Double cab," 227,166.67 "," 227,166.67 "," 2,627.52 ", 75.50 , -   , 127.52 , 80.17 ," 10,223.28 "," 6,992.06 ", -   ," 244,382.00 "," 43,988.76 "," 288,370.76 ", -   , -   , -   ," 7,572.22 ",, -   , -   , -   ," 244,382.00 "," 43,988.76 "," 288,370.76 "
Prime,Matara,30.00,BTS Operation,JA-4926,Passenger Van," 134,500.00 "," 134,500.00 "," 2,936.00 ", 35.00 , -   , 436.00 , 64.00 ," 27,904.00 "," 3,142.30 ", -   ," 165,546.30 "," 29,798.33 "," 195,344.64 ", -   , -   , -   ," 4,483.33 ",, -   , -   , -   ," 165,546.30 "," 29,798.33 "," 195,344.64 "
Prime,Panadura,12.00,Sites Acquisition,CAJ-0725,Passenger Car," 115,900.00 "," 46,360.00 ", 896.00 , 15.50 , -   , -   , 52.90 , -   ," 1,441.50 ", -   ," 47,801.50 "," 8,604.27 "," 56,405.77 ", 7.00 , -   ," 14,000.00 "," 3,863.33 ",," (14,000.00)"," (2,520.00)"," (16,520.00)"," 33,801.50 "," 6,084.27 "," 39,885.77 "
Prime,Panadura,30.00,Power,CAV-1171,Passenger Car," 138,250.00 "," 138,250.00 "," 2,578.00 ", 54.50 , -   , 78.00 , 52.90 ," 4,126.20 "," 5,068.50 ", -   ," 147,444.70 "," 26,540.05 "," 173,984.75 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 147,444.70 "," 26,540.05 "," 173,984.75 "
Prime,Panadura,30.00,BTS Operation,CBD-3756,Passenger Car," 138,250.00 "," 138,250.00 "," 2,338.00 ", 40.00 , -   ,, 52.90 , -   ," 3,720.00 ", -   ," 141,970.00 "," 25,554.60 "," 167,524.60 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 141,970.00 "," 25,554.60 "," 167,524.60 "
Prime,Panadura,30.00,BTS Operation,JW-4703,Passenger Van," 180,166.67 "," 180,166.67 "," 2,422.00 ", 95.00 , -   ,, 72.17 , -   ," 8,529.10 ", -   ," 188,695.77 "," 33,965.24 "," 222,661.01 ", -   , -   , -   ," 6,005.56 ",, -   , -   , -   ," 188,695.77 "," 33,965.24 "," 222,661.01 "
Prime,Polonnaruwa,30.00,BTS Operation,PD-4310,4 X 4 Double cab," 227,166.67 "," 227,166.67 "," 2,468.00 ", 134.50 , -   ,, 80.17 , -   ," 12,456.05 ", -   ," 239,622.72 "," 43,132.09 "," 282,754.80 ", -   , -   , -   ," 7,572.22 ",, -   , -   , -   ," 239,622.72 "," 43,132.09 "," 282,754.80 "
Prime,Polonnaruwa,30.00,BTS Operation,PB-1213,Passenger Van," 180,166.67 "," 180,166.67 "," 2,210.00 ", 111.50 , -   ,, 72.17 , -   ," 10,010.47 ", -   ," 190,177.14 "," 34,231.89 "," 224,409.03 ", -   , -   , -   ," 6,005.56 ",, -   , -   , -   ," 190,177.14 "," 34,231.89 "," 224,409.03 "
Prime,Rathnapura,30.00,RND,CAO-2256,Passenger Car," 138,250.00 "," 138,250.00 "," 3,569.00 ", 58.00 , -   ," 1,069.00 ", 52.90 ," 56,550.10 "," 5,394.00 ", -   ," 200,194.10 "," 36,034.94 "," 236,229.04 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 200,194.10 "," 36,034.94 "," 236,229.04 "
Prime,Rathnapura,30.00,Sites Acquisition,CAY-8398,Passenger Car," 138,250.00 "," 138,250.00 "," 3,692.00 ", 68.00 , -   ," 1,192.00 ", 52.90 ," 63,056.80 "," 6,324.00 ", -   ," 207,630.80 "," 37,373.54 "," 245,004.34 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 207,630.80 "," 37,373.54 "," 245,004.34 "
Prime,Thanamalwila,30.00,BTS Operation,PB-6017,4 X 4 Double cab," 227,166.67 "," 227,166.67 "," 2,629.00 ", 43.50 , -   , 129.00 , 80.17 ," 10,341.93 "," 4,028.54 ", -   ," 241,537.14 "," 43,476.68 "," 285,013.82 ", -   , -   , -   ," 7,572.22 ",, -   , -   , -   ," 241,537.14 "," 43,476.68 "," 285,013.82 "
CS Tours,Thanamalwila,30.00,Civil,PJ-8253,Van Field Use," 123,911.11 "," 123,911.11 "," 2,060.00 ", 24.00 , -   ,, 54.44 , -   ," 2,222.64 ", -   ," 126,133.75 "," 22,704.08 "," 148,837.83 ", -   , -   , -   ," 4,130.37 ",, -   , -   , -   ," 126,133.75 "," 22,704.08 "," 148,837.83 "
Prime,Nittambuwa,30.00,BTS Operation,PB-3719,Van Field Use," 123,911.11 "," 123,911.11 "," 1,893.00 ", 30.50 , -   ,, 54.44 , -   ," 2,824.61 ", -   ," 126,735.72 "," 22,812.43 "," 149,548.14 ", -   , -   , -   ," 4,130.37 ",, -   , -   , -   ," 126,735.72 "," 22,812.43 "," 149,548.14 "
Prime,Welikada,30.00,BTS Operation,CAT-4615,Self-Driven Passenger Car," 84,000.00 "," 84,000.00 "," 2,283.00 ", -   , -   , -   , 30.50 , -   , -   , -   ," 84,000.00 "," 15,120.00 "," 99,120.00 ", -   , -   , -   ," 2,800.00 ",, -   , -   , -   ," 84,000.00 "," 15,120.00 "," 99,120.00 "
Prime,Welikada,30.00,Pool,CAU-8614,Passenger Car," 138,250.00 "," 138,250.00 "," 3,067.00 ", 67.50 , 2.00 , 567.00 , 52.90 ," 29,994.30 "," 6,277.50 "," 1,050.00 "," 175,571.80 "," 31,602.92 "," 207,174.72 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 175,571.80 "," 31,602.92 "," 207,174.72 "
Prime,Welikada,30.00,Pool,CAA-1612,Passenger Car," 138,250.00 "," 138,250.00 "," 2,537.00 ", 42.50 , -   , 37.00 , 52.90 ," 1,957.30 "," 3,952.50 ", -   ," 144,159.80 "," 25,948.76 "," 170,108.56 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 144,159.80 "," 25,948.76 "," 170,108.56 "
Prime,Welikada,30.00,Pool,KN-5597,Passenger Car," 138,250.00 "," 138,250.00 "," 2,917.00 ", 58.00 , 2.00 , 417.00 , 52.90 ," 22,059.30 "," 5,394.00 "," 1,050.00 "," 166,753.30 "," 30,015.59 "," 196,768.89 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 166,753.30 "," 30,015.59 "," 196,768.89 "
Prime,Welikada,28.00,Pool,CAQ-5544,Passenger Car," 138,250.00 "," 129,033.33 "," 3,006.00 ", 73.00 , 3.00 , 506.00 , 52.90 ," 26,767.40 "," 6,789.00 "," 1,575.00 "," 164,164.73 "," 29,549.65 "," 193,714.39 ", 2.00 , -   ," 4,000.00 "," 4,608.33 ",," (4,000.00)", (720.00)," (4,720.00)"," 160,164.73 "," 28,829.65 "," 188,994.39 "
Prime,Welikada,30.00,Pool,CAO-1292,Passenger Car," 138,250.00 "," 138,250.00 "," 3,192.00 ", 58.50 , 1.00 , 692.00 , 52.90 ," 36,606.80 "," 5,440.50 ", 525.00 ," 180,822.30 "," 32,548.01 "," 213,370.31 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 180,822.30 "," 32,548.01 "," 213,370.31 "
Prime,Welikada,28.00,Pool,CAK-9887,Passenger Car," 138,250.00 "," 129,033.33 "," 2,928.00 ", 42.00 , 1.00 , 428.00 , 52.90 ," 22,641.20 "," 3,906.00 ", 525.00 ," 156,105.53 "," 28,099.00 "," 184,204.53 ", 2.00 , -   ," 4,000.00 "," 4,608.33 ",," (4,000.00)", (720.00)," (4,720.00)"," 152,105.53 "," 27,379.00 "," 179,484.53 "
Prime,Welikada,30.00,Pool,CBJ-9817,Passenger Car," 138,250.00 "," 138,250.00 "," 3,015.00 ", 69.00 , 3.00 , 515.00 , 52.90 ," 27,243.50 "," 6,417.00 "," 1,575.00 "," 173,485.50 "," 31,227.39 "," 204,712.89 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 173,485.50 "," 31,227.39 "," 204,712.89 "
Prime,Welikada,29.00,Pool,CAW-7120,Passenger Car," 138,250.00 "," 133,641.67 "," 3,580.00 ", 61.50 , 2.00 ," 1,080.00 ", 52.90 ," 57,132.00 "," 5,719.50 "," 1,050.00 "," 197,543.17 "," 35,557.77 "," 233,100.94 ", 1.00 , -   ," 2,000.00 "," 4,608.33 ",," (2,000.00)", (360.00)," (2,360.00)"," 195,543.17 "," 35,197.77 "," 230,740.94 "
Prime,Welikada,30.00,Pool,CBC-0290,Passenger Car," 138,250.00 "," 138,250.00 "," 3,407.00 ", 40.00 , -   , 907.00 , 52.90 ," 47,980.30 "," 3,720.00 ", -   ," 189,950.30 "," 34,191.05 "," 224,141.35 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 189,950.30 "," 34,191.05 "," 224,141.35 "
Prime,Welikada,30.00,Pool,CAU-7591,Passenger Car," 138,250.00 "," 138,250.00 "," 3,519.00 ", 71.50 , 1.00 ," 1,019.00 ", 52.90 ," 53,905.10 "," 6,649.50 ", 525.00 ," 199,329.60 "," 35,879.33 "," 235,208.93 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 199,329.60 "," 35,879.33 "," 235,208.93 "
Prime,Welikada,30.00,Pool,CAZ-3165,Passenger Car," 138,250.00 "," 138,250.00 "," 3,828.00 ", 109.50 , 3.00 ," 1,328.00 ", 52.90 ," 70,251.20 "," 10,183.50 "," 1,575.00 "," 220,259.70 "," 39,646.75 "," 259,906.45 ", -   , -   , -   ," 4,608.33 ",, -   , -   , -   ," 220,259.70 "," 39,646.75 "," 259,906.45 "
Prime,Welikada,28.00,Pool,KX-8277,Passenger Car," 138,250.00 "," 129,033.33 "," 2,763.00 ", 47.70 , -   , 263.00 , 52.90 ," 13,912.70 "," 4,436.10 ", -   ," 147,382.13 "," 26,528.78 "," 173,910.92 ", 2.00 , 548.00 ," 4,000.00 "," 4,608.33 ",," (4,548.00)", (818.64)," (5,366.64)"," 142,834.13 "," 25,710.14 "," 168,544.28 "
Shakya,Welikada,30.00,Pool,PA-1625,Van Field Use," 123,911.11 "," 123,911.11 "," 4,357.00 ", 117.00 , 5.00 ," 1,857.00 ", 54.44 ," 101,095.08 "," 10,835.37 "," 2,000.00 "," 237,841.56 "," 42,811.48 "," 280,653.04 ", -   , -   , -   ," 4,130.37 ",, -   , -   , -   ," 237,841.56 "," 42,811.48 "," 280,653.04 "
Shakya,Welikada,20.00,Pool,CAO-0269,Van Field Use," 123,911.11 "," 82,607.41 "," 1,841.00 ", 24.50 , -   ,, 54.44 , -   ," 2,268.95 ", -   ," 84,876.35 "," 15,277.74 "," 100,154.09 ", 6.00 , -   ," 12,000.00 "," 4,130.37 ",," (12,000.00)"," (2,160.00)"," (14,160.00)"," 72,876.35 "," 13,117.74 "," 85,994.09 "
Shakya,Welikada,5.00,Pool,KR-7618,Van Field Use," 100,287.01 "," 16,714.50 ", 394.00 , 12.50 , -   ,, 54.44 , -   ," 1,157.63 ", -   ," 17,872.13 "," 3,216.98 "," 21,089.11 ", -   ," 1,599.00 ", -   ," 3,342.90 ",," (1,599.00)", (287.82)," (1,886.82)"," 16,273.13 "," 2,929.16 "," 19,202.29 "
Shakya,Welikada,28.00,Pool,CAB-0480,Passenger Car," 122,250.00 "," 114,100.00 "," 3,257.00 ", 57.00 , 1.00 , 757.00 , 49.00 ," 37,093.00 "," 5,301.00 ", 400.00 ," 156,894.00 "," 28,240.92 "," 185,134.92 ", 2.00 , -   ," 4,000.00 "," 4,075.00 ",," (4,000.00)", (720.00)," (4,720.00)"," 152,894.00 "," 27,520.92 "," 180,414.92 "
