Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,Welikada,30.00,BTS Operation,CBC-9768,Self-Driven Passenger Car," 94,176.00 "," 94,176.00 "," 1,739.00 ", -   , -   , -   , 33.50 , -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 ", -   , -   , -   ," 3,139.20 ",, -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 "
Prime,Galle,30.00,BTS Operation,PE-6334,4 X 4 Double cab," 233,000.00 "," 233,000.00 "," 2,241.00 ", 23.00 , -   ,, 82.50 , -   ," 2,173.50 ", -   ," 235,173.50 "," 42,331.23 "," 277,504.73 ", -   , -   , -   ," 7,766.67 ",, -   , -   , -   ," 235,173.50 "," 42,331.23 "," 277,504.73 "
Prime,Galle,10.00,Projects,CAY-9312,Passenger Car," 141,000.00 "," 47,000.00 "," 2,483.00 ", 56.00 , -   ,, 54.00 , -   ," 5,292.00 ", -   ," 52,292.00 "," 9,412.56 "," 61,704.56 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 52,292.00 "," 9,412.56 "," 61,704.56 "
Prime,Galle,30.00,RND,CAO-5836,Passenger Car," 141,000.00 "," 141,000.00 "," 2,957.00 ", 26.00 , -   , 457.00 , 54.00 ," 24,678.00 "," 2,457.00 ", -   ," 168,135.00 "," 30,264.30 "," 198,399.30 ", 1.00 , -   ," 2,000.00 "," 4,700.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 166,135.00 "," 29,904.30 "," 196,039.30 "
Prime,Rathnapura,17.00,BTS Operation,PG-4769,Self-Driven 4 X 4 Double cab," 152,000.00 "," 86,133.33 "," 1,937.00 ", -   , -   ,, 57.75 , -   , -   , -   ," 86,133.33 "," 15,504.00 "," 101,637.33 ", -   , -   , -   ," 5,066.67 ",, -   , -   , -   ," 86,133.33 "," 15,504.00 "," 101,637.33 "
Prime,Homagama,1.00,RND,PF-8530,Van Field Use," 101,509.24 "," 3,383.64 ", 70.00 , -   , -   ,, 56.35 , -   , -   , -   ," 3,383.64 ", 609.06 ," 3,992.70 ", -   , -   , -   ," 3,383.64 ",, -   , -   , -   ," 3,383.64 ", 609.06 ," 3,992.70 "
Prime,Jaffna,27.00,BTS Operation,HJ-1100,Passenger Van," 212,413.75 "," 191,172.38 "," 2,557.00 ", 77.00 , -   , 57.00 , 78.00 ," 4,446.00 "," 7,276.50 ", -   ," 202,894.88 "," 36,521.08 "," 239,415.95 ", -   , -   , -   ," 7,080.46 ",, -   , -   , -   ," 202,894.88 "," 36,521.08 "," 239,415.95 "
Prime,kadawatha,23.00,BTS Operation,PA-2478,Passenger Van," 176,713.75 "," 135,480.54 "," 1,233.00 ", 16.50 , -   ,, 78.00 , -   ," 1,559.25 ", -   ," 137,039.79 "," 24,667.16 "," 161,706.95 ", -   , -   , -   ," 5,890.46 ",, -   , -   , -   ," 137,039.79 "," 24,667.16 "," 161,706.95 "
Prime,kadawatha,30.00,BTS Operation,PF-9818,Self-Driven 4 X 4 Double cab," 142,000.00 "," 142,000.00 "," 1,725.00 ", -   , -   , 225.00 , 57.75 ," 12,993.75 ", -   , -   ," 154,993.75 "," 27,898.88 "," 182,892.63 ", -   , -   , -   ," 4,733.33 ",, -   , -   , -   ," 154,993.75 "," 27,898.88 "," 182,892.63 "
Prime,Kandy,30.00,BTS Operation,CAH-0556,Passenger Car," 141,000.00 "," 141,000.00 "," 2,106.00 ", 37.50 , -   ,, 54.00 , -   ," 3,543.75 ", -   ," 144,543.75 "," 26,017.88 "," 170,561.63 ", 1.00 , -   ," 2,000.00 "," 4,700.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 142,543.75 "," 25,657.88 "," 168,201.63 "
Prime,Kandy,10.00,BTS Operation,PD-3222,4 X 4 Double cab," 190,000.00 "," 63,333.33 ", 617.00 , 7.00 , -   ,, 82.50 , -   , 661.50 , -   ," 63,994.83 "," 11,519.07 "," 75,513.90 ", 1.00 , -   ," 2,000.00 "," 6,333.33 ",," (2,000.00)", (360.00)," (2,360.00)"," 61,994.83 "," 11,159.07 "," 73,153.90 "
Prime,Kandy,30.00,Sites Acquisition,CBJ-0791,Passenger Car," 141,000.00 "," 141,000.00 "," 2,394.00 ", 45.00 , -   ,, 54.00 , -   ," 4,252.50 ", -   ," 145,252.50 "," 26,145.45 "," 171,397.95 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 145,252.50 "," 26,145.45 "," 171,397.95 "
Prime,Kandy,30.00,RND,PI-3731,Van Field Use," 126,967.22 "," 126,967.22 "," 2,204.00 ", 61.00 , -   ,, 56.35 , -   ," 5,764.50 ", -   ," 132,731.72 "," 23,891.71 "," 156,623.43 ", -   , -   , -   ," 4,232.24 ",, -   , -   , -   ," 132,731.72 "," 23,891.71 "," 156,623.43 "
Prime,Kandy,30.00,Power,PF-0288,Passenger Van," 212,413.75 "," 212,413.75 "," 2,007.00 ", 42.00 , -   ,, 78.00 , -   ," 3,969.00 ", -   ," 216,382.75 "," 38,948.90 "," 255,331.65 ", -   , -   , -   ," 7,080.46 ",, -   , -   , -   ," 216,382.75 "," 38,948.90 "," 255,331.65 "
Prime,Katunayaka,30.00,Projects,CAN-3782,Passenger Car," 141,000.00 "," 141,000.00 "," 2,438.00 ", 29.50 , -   ,, 54.00 , -   ," 2,787.75 ", -   ," 143,787.75 "," 25,881.80 "," 169,669.55 ", 2.00 , -   ," 4,000.00 "," 4,700.00 ",," (4,000.00)", (720.00)," (4,720.00)"," 139,787.75 "," 25,161.80 "," 164,949.55 "
Prime,Katunayaka,30.00,BTS Operation,PD-1734,4 X 4 Double cab," 233,000.00 "," 233,000.00 "," 2,532.53 ", 81.00 , -   , 32.53 , 82.50 ," 2,683.73 "," 7,654.50 ", -   ," 243,338.23 "," 43,800.88 "," 287,139.11 ", 2.00 , -   ," 4,000.00 "," 7,766.67 ",," (4,000.00)", (720.00)," (4,720.00)"," 239,338.23 "," 43,080.88 "," 282,419.11 "
Prime,Katunayaka,30.00,BTS Operation,PC-8556,Self-Driven 4 X 4 Double cab," 142,000.00 "," 142,000.00 "," 1,629.32 ", -   , -   , 129.32 , 57.75 ," 7,468.23 ", -   , -   ," 149,468.23 "," 26,904.28 "," 176,372.51 ", -   , -   , -   ," 4,733.33 ",, -   , -   , -   ," 149,468.23 "," 26,904.28 "," 176,372.51 "
Prime,Kurunegala,30.00,Civil,PE-0852,Van Field Use," 126,967.22 "," 126,967.22 "," 2,653.00 ", 29.00 , -   , 153.00 , 56.35 ," 8,621.55 "," 2,740.50 ", -   ," 138,329.27 "," 24,899.27 "," 163,228.54 ", -   , -   , -   ," 4,232.24 ",, -   , -   , -   ," 138,329.27 "," 24,899.27 "," 163,228.54 "
Prime,Kurunegala,30.00,Sites Acquisition,CAD-7553,Passenger Car," 141,000.00 "," 141,000.00 "," 2,875.00 ", 32.00 , -   , 375.00 , 54.00 ," 20,250.00 "," 3,024.00 ", -   ," 164,274.00 "," 29,569.32 "," 193,843.32 ", 5.00 , -   ," 10,000.00 "," 4,700.00 ",," (10,000.00)"," (1,800.00)"," (11,800.00)"," 154,274.00 "," 27,769.32 "," 182,043.32 "
Prime,Kurunegala,30.00,Sites Acquisition,CBB-8946,Passenger Car," 141,000.00 "," 141,000.00 "," 2,805.00 ", 53.00 , 4.00 , 305.00 , 54.00 ," 16,470.00 "," 5,008.50 "," 2,100.00 "," 164,578.50 "," 29,624.13 "," 194,202.63 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 164,578.50 "," 29,624.13 "," 194,202.63 "
Prime,Kurunegala,30.00,Projects,PC-0040,Van Field Use," 126,967.22 "," 126,967.22 "," 2,629.00 ", 132.00 , -   , 129.00 , 56.35 ," 7,269.15 "," 12,474.00 ", -   ," 146,710.37 "," 26,407.87 "," 173,118.24 ", -   , -   , -   ," 4,232.24 ",, -   , -   , -   ," 146,710.37 "," 26,407.87 "," 173,118.24 "
Prime,Kurunegala,30.00,BTS Operation,PC-4962,4 X 4 Double cab," 233,000.00 "," 233,000.00 "," 2,547.00 ", 21.50 , -   , 47.00 , 82.50 ," 3,877.50 "," 2,031.75 ", -   ," 238,909.25 "," 43,003.67 "," 281,912.92 ", -   , -   , -   ," 7,766.67 ",, -   , -   , -   ," 238,909.25 "," 43,003.67 "," 281,912.92 "
Prime,Kurunegala,30.00,RND,PC-3390,Passenger Van," 212,413.75 "," 212,413.75 "," 3,883.00 ", 65.50 , -   ," 1,383.00 ", 78.00 ," 107,874.00 "," 6,189.75 ", -   ," 326,477.50 "," 58,765.95 "," 385,243.45 ", -   , -   , -   ," 7,080.46 ",, -   , -   , -   ," 326,477.50 "," 58,765.95 "," 385,243.45 "
Prime,Matara,30.00,Civil,CAO-2620,Passenger Car," 141,000.00 "," 141,000.00 "," 2,189.00 ", 41.50 , -   ,, 54.00 , -   ," 3,921.75 ", -   ," 144,921.75 "," 26,085.92 "," 171,007.67 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 144,921.75 "," 26,085.92 "," 171,007.67 "
Prime,Matara,30.00,Sites Acquisition,CAW-8684,Passenger Car," 141,000.00 "," 141,000.00 "," 2,300.00 ", 22.50 , -   ,, 54.00 , -   ," 2,126.25 ", -   ," 143,126.25 "," 25,762.73 "," 168,888.98 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 143,126.25 "," 25,762.73 "," 168,888.98 "
Prime,Matara,10.00,RND,PG-6402,Van Field Use," 126,967.22 "," 42,322.41 "," 2,349.00 ", 27.50 , -   ,, 56.35 , -   ," 2,598.75 ", -   ," 44,921.16 "," 8,085.81 "," 53,006.96 ", -   , -   , -   ," 4,232.24 ",, -   , -   , -   ," 44,921.16 "," 8,085.81 "," 53,006.96 "
Prime,Matara,3.00,BTS Operation,PF-2260,4 X 4 Double cab," 190,000.00 "," 19,000.00 ", 457.24 , -   , -   ,, 82.50 , -   , -   , -   ," 19,000.00 "," 3,420.00 "," 22,420.00 ", -   , -   , -   ," 6,333.33 ",, -   , -   , -   ," 19,000.00 "," 3,420.00 "," 22,420.00 "
Prime,Nittambuwa,30.00,BTS Operation,PE-2282,4 X 4 Double cab," 233,000.00 "," 233,000.00 "," 1,940.05 ", 13.00 , -   ,, 82.50 , -   ," 1,228.50 ", -   ," 234,228.50 "," 42,161.13 "," 276,389.63 ", -   , -   , -   ," 7,766.67 ",, -   , -   , -   ," 234,228.50 "," 42,161.13 "," 276,389.63 "
Prime,Panadura,30.00,Sites Acquisition,CAX-3097,Passenger Car," 141,000.00 "," 141,000.00 "," 2,253.00 ", 36.50 , -   ,, 54.00 , -   ," 3,449.25 ", -   ," 144,449.25 "," 26,000.87 "," 170,450.12 ", 2.00 , -   ," 4,000.00 "," 4,700.00 ",," (4,000.00)", (720.00)," (4,720.00)"," 140,449.25 "," 25,280.87 "," 165,730.12 "
Prime,Panadura,30.00,Power,CAV-1171,Passenger Car," 141,000.00 "," 141,000.00 "," 1,974.00 ", 31.50 , -   ,, 54.00 , -   ," 2,976.75 ", -   ," 143,976.75 "," 25,915.82 "," 169,892.57 ", 1.00 , -   ," 2,000.00 "," 4,700.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 141,976.75 "," 25,555.82 "," 167,532.57 "
Prime,Panadura,23.00,BTS Operation,JW-4703,Passenger Van," 176,713.75 "," 135,480.54 "," 1,693.00 ", 54.00 , -   , 193.00 , 78.00 ," 15,054.00 "," 5,103.00 ", -   ," 155,637.54 "," 28,014.76 "," 183,652.30 ", -   , -   , -   ," 5,890.46 ",, -   , -   , -   ," 155,637.54 "," 28,014.76 "," 183,652.30 "
Prime,Polonnaruwa,30.00,BTS Operation,PD-4310,4 X 4 Double cab," 233,000.00 "," 233,000.00 "," 3,255.00 ", 151.00 , -   , 755.00 , 82.50 ," 62,287.50 "," 14,269.50 ", -   ," 309,557.00 "," 55,720.26 "," 365,277.26 ", 1.00 , -   ," 2,000.00 "," 7,766.67 ",," (2,000.00)", (360.00)," (2,360.00)"," 307,557.00 "," 55,360.26 "," 362,917.26 "
Prime,Polonnaruwa,21.00,BTS Operation,PC-0387,Passenger Van," 212,413.75 "," 148,689.63 "," 2,766.00 ", 89.00 , -   , 266.00 , 78.00 ," 20,748.00 "," 8,410.50 ", -   ," 177,848.13 "," 32,012.66 "," 209,860.79 ", 1.00 , -   ," 2,000.00 "," 7,080.46 ",," (2,000.00)", (360.00)," (2,360.00)"," 175,848.13 "," 31,652.66 "," 207,500.79 "
Prime,Rathnapura,30.00,RND,PJ-8253,Van Field Use," 126,967.22 "," 126,967.22 "," 1,789.00 ", 23.00 , -   ,, 56.35 , -   ," 2,173.50 ", -   ," 129,140.72 "," 23,245.33 "," 152,386.05 ", -   , -   , -   ," 4,232.24 ",, -   , -   , -   ," 129,140.72 "," 23,245.33 "," 152,386.05 "
Prime,Rathnapura,30.00,Sites Acquisition,CAY-8398,Passenger Car," 141,000.00 "," 141,000.00 "," 2,631.00 ", 27.00 , -   , 131.00 , 54.00 ," 7,074.00 "," 2,551.50 ", -   ," 150,625.50 "," 27,112.59 "," 177,738.09 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 150,625.50 "," 27,112.59 "," 177,738.09 "
Prime,Thanamalwila,30.00,BTS Operation,PC-9586,4 X 4 Double cab," 233,000.00 "," 233,000.00 "," 2,714.46 ", 21.00 , -   , 214.46 , 82.50 ," 17,692.95 "," 1,984.50 ", -   ," 252,677.45 "," 45,481.94 "," 298,159.39 ", 2.00 , -   ," 4,000.00 "," 7,766.67 ",," (4,000.00)", (720.00)," (4,720.00)"," 248,677.45 "," 44,761.94 "," 293,439.39 "
Prime,Welikada,30.00,Pool,CAU-8614,Passenger Car," 141,000.00 "," 141,000.00 "," 4,045.00 ", 93.00 , 2.00 ," 1,545.00 ", 54.00 ," 83,430.00 "," 8,788.50 "," 1,050.00 "," 234,268.50 "," 42,168.33 "," 276,436.83 ", 1.00 , -   ," 2,000.00 "," 4,700.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 232,268.50 "," 41,808.33 "," 274,076.83 "
Prime,Welikada,5.00,Pool,KD-5684,Van Field Use," 101,509.24 "," 16,918.21 ", 733.00 , 11.00 , -   ,, 56.35 , -   ," 1,039.50 ", -   ," 17,957.71 "," 3,232.39 "," 21,190.09 ", -   , -   , -   ," 3,383.64 ",, -   , -   , -   ," 17,957.71 "," 3,232.39 "," 21,190.09 "
Prime,Welikada,30.00,Pool,CAQ-5544,Passenger Car," 141,000.00 "," 141,000.00 "," 3,448.00 ", 86.00 , 8.00 , 948.00 , 54.00 ," 51,192.00 "," 8,127.00 "," 4,200.00 "," 204,519.00 "," 36,813.42 "," 241,332.42 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 204,519.00 "," 36,813.42 "," 241,332.42 "
Prime,Welikada,4.00,Pool,CAL-6987,Passenger Car," 117,000.00 "," 15,600.00 ", 356.00 , 7.50 , -   ,, 54.00 , -   , 708.75 , -   ," 16,308.75 "," 2,935.58 "," 19,244.33 ", -   , -   , -   ," 3,900.00 ",, -   , -   , -   ," 16,308.75 "," 2,935.58 "," 19,244.33 "
Prime,Welikada,30.00,Pool,CAZ-3508,Passenger Car," 141,000.00 "," 141,000.00 "," 3,695.00 ", 94.50 , 4.00 ," 1,195.00 ", 54.00 ," 64,530.00 "," 8,930.25 "," 2,100.00 "," 216,560.25 "," 38,980.85 "," 255,541.10 ", 2.00 , -   ," 4,000.00 "," 4,700.00 ",," (4,000.00)", (720.00)," (4,720.00)"," 212,560.25 "," 38,260.85 "," 250,821.10 "
Prime,Welikada,30.00,Pool,CAW-7120,Passenger Car," 141,000.00 "," 141,000.00 "," 3,876.00 ", 77.00 , 3.00 ," 1,376.00 ", 54.00 ," 74,304.00 "," 7,276.50 "," 1,575.00 "," 224,155.50 "," 40,347.99 "," 264,503.49 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 224,155.50 "," 40,347.99 "," 264,503.49 "
Prime,Welikada,8.00,Pool,KF-4993,Passenger Car," 141,000.00 "," 37,600.00 "," 1,996.00 ", 45.50 , -   ,, 54.00 , -   ," 4,299.75 ", -   ," 41,899.75 "," 7,541.96 "," 49,441.71 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 41,899.75 "," 7,541.96 "," 49,441.71 "
Prime,Welikada,30.00,Pool,CAU-7591,Passenger Car," 141,000.00 "," 141,000.00 "," 4,480.00 ", 96.50 , 3.00 ," 1,980.00 ", 54.00 ," 106,920.00 "," 9,119.25 "," 1,575.00 "," 258,614.25 "," 46,550.57 "," 305,164.82 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 258,614.25 "," 46,550.57 "," 305,164.82 "
Prime,Welikada,30.00,Pool,CAZ-3165,Passenger Car," 141,000.00 "," 141,000.00 "," 3,524.00 ", 77.00 , 2.00 ," 1,024.00 ", 54.00 ," 55,296.00 "," 7,276.50 "," 1,050.00 "," 204,622.50 "," 36,832.05 "," 241,454.55 ", 3.00 , -   ," 6,000.00 "," 4,700.00 ",," (6,000.00)"," (1,080.00)"," (7,080.00)"," 198,622.50 "," 35,752.05 "," 234,374.55 "
Prime,Welikada,30.00,Pool,KX-8277,Passenger Car," 141,000.00 "," 141,000.00 "," 3,561.00 ", 70.00 , 1.00 ," 1,061.00 ", 54.00 ," 57,294.00 "," 6,615.00 ", 525.00 ," 205,434.00 "," 36,978.12 "," 242,412.12 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 205,434.00 "," 36,978.12 "," 242,412.12 "
Prime,Welikada,30.00,Pool,CAU-5830,Passenger Car," 141,000.00 "," 141,000.00 "," 3,940.00 ", 79.50 , 1.00 ," 1,440.00 ", 54.00 ," 77,760.00 "," 7,512.75 ", 525.00 ," 226,797.75 "," 40,823.60 "," 267,621.35 ", 1.00 , -   ," 2,000.00 "," 4,700.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 224,797.75 "," 40,463.60 "," 265,261.35 "
Prime,Welikada,30.00,Pool,CBF-3501,Passenger Car," 141,000.00 "," 141,000.00 "," 3,545.00 ", 48.00 , 1.00 ," 1,045.00 ", 54.00 ," 56,430.00 "," 4,536.00 ", 525.00 ," 202,491.00 "," 36,448.38 "," 238,939.38 ", -   , -   , -   ," 4,700.00 ",, -   , -   , -   ," 202,491.00 "," 36,448.38 "," 238,939.38 "
Prime,Welikada,30.00,Pool,CBJ-9817,Passenger Car," 141,000.00 "," 141,000.00 "," 2,898.00 ", 64.50 , -   , 398.00 , 54.00 ," 21,492.00 "," 6,095.25 ", -   ," 168,587.25 "," 30,345.71 "," 198,932.96 ", 1.00 , -   ," 2,000.00 "," 4,700.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 166,587.25 "," 29,985.71 "," 196,572.96 "
Prime,Welikada,30.00,Pool,CAK-9887,Passenger Car," 141,000.00 "," 141,000.00 "," 4,989.00 ", 129.50 , -   ," 2,489.00 ", 54.00 ," 134,406.00 "," 12,237.75 ", -   ," 287,643.75 "," 51,775.88 "," 339,419.63 ", 1.00 , -   ," 2,000.00 "," 4,700.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 285,643.75 "," 51,415.88 "," 337,059.63 "
Prime,Welikada,30.00,BTS Operation,PB-5250,4 X 4 Double cab," 233,000.00 "," 233,000.00 "," 2,745.00 ", 49.00 , 1.00 , 245.00 , 82.50 ," 20,212.50 "," 4,630.50 ", 525.00 ," 258,368.00 "," 46,506.24 "," 304,874.24 ", 3.00 , -   ," 6,000.00 "," 7,766.67 ",," (6,000.00)"," (1,080.00)"," (7,080.00)"," 252,368.00 "," 45,426.24 "," 297,794.24 "
Prime,Welikada,30.00,Transmission Operations,KS-9436,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,184.00 ", -   , -   , -   , 33.50 , -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 ", -   , -   , -   ," 3,000.00 ",, -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 "
Prime,Welikada,30.00,Transport Maintaince,CBK-9688,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,541.00 ", -   , -   , 41.00 , 33.50 ," 1,373.50 ", -   , -   ," 91,373.50 "," 16,447.23 "," 107,820.73 ", -   , -   , -   ," 3,000.00 ",, -   , -   , -   ," 91,373.50 "," 16,447.23 "," 107,820.73 "
Prime,Welikada,30.00,Transmission Operations,CAT-1657,Self-Driven Passenger Car," 94,176.00 "," 94,176.00 "," 1,762.00 ", -   , -   , -   , 33.50 , -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 ", -   , -   , -   ," 3,139.20 ",, -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 "
Prime,Welikada,30.00,Transmission Operations,CAK-4723,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,714.00 ", -   , -   , 214.00 , 33.50 ," 7,169.00 ", -   , -   ," 97,169.00 "," 17,490.42 "," 114,659.42 ", -   , -   , -   ," 3,000.00 ",, -   , -   , -   ," 97,169.00 "," 17,490.42 "," 114,659.42 "
Prime,Yatiyanthota,30.00,BTS Operation,PA-4740,Passenger Van," 161,955.94 "," 161,955.94 "," 2,143.00 ", 47.50 , -   ,, 59.55 , -   ," 3,740.63 ", -   ," 165,696.57 "," 29,825.38 "," 195,521.95 ", -   , -   , -   ," 5,398.53 ",, -   , -   , -   ," 165,696.57 "," 29,825.38 "," 195,521.95 "
