Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,Welikada,28.00,Pool,CAK-9887,Passenger Car," 139,500.00 "," 130,200.00 "," 3,247.00 ", 100.50 , 6.00 , 747.00 , 53.40 ," 39,889.80 "," 9,497.25 "," 3,150.00 "," 182,737.05 "," 32,892.67 "," 215,629.72 ", 2.00 , -   ," 4,000.00 "," 4,650.00 ",," (4,000.00)", (720.00)," (4,720.00)"," 178,737.05 "," 32,172.67 "," 210,909.72 "
Prime,Welikada,29.00,BTS Operation,PB-5250,4 X 4 Double cab," 229,666.67 "," 222,011.11 "," 4,229.00 ", 113.00 , 6.00 ," 1,729.00 ", 81.17 ," 140,342.93 "," 10,678.50 "," 3,150.00 "," 376,182.54 "," 67,712.86 "," 443,895.40 ", 1.00 , -   ," 2,000.00 "," 7,655.56 ",," (2,000.00)", (360.00)," (2,360.00)"," 374,182.54 "," 67,352.86 "," 441,535.40 "
Prime,Welikada,30.00,Transmission Operations,KO-8066,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,502.00 ", -   , -   , 2.00 , 33.50 , 67.00 , -   , -   ," 90,067.00 "," 16,212.06 "," 106,279.06 ", -   , -   , -   ," 3,000.00 ",, -   , -   , -   ," 90,067.00 "," 16,212.06 "," 106,279.06 "
Prime,Welikada,30.00,Transport Maintaince,CBK-9688,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,150.00 ", -   , -   , -   , 33.50 , -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 ", -   , -   , -   ," 3,000.00 ",, -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 "
Prime,Welikada,30.00,Transmission Operations,CAT-1657,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,316.00 ", -   , -   ,, 33.50 , -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 ", -   , -   , -   ," 3,000.00 ",, -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 "
Prime,Welikada,30.00,Transmission Operations,CAK-4723,Self-Driven Passenger Car," 94,176.00 "," 94,176.00 "," 1,990.00 ", -   , -   ,, 33.50 , -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 ", -   , -   , -   ," 3,139.20 ",, -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 "
Prime,Yatiyanthota,30.00,BTS Operation,PA-4740,Passenger Van," 158,622.60 "," 158,622.60 "," 2,472.00 ", 50.00 , -   ,, 58.22 , -   ," 3,937.50 ", -   ," 162,560.10 "," 29,260.82 "," 191,820.92 ", -   , -   , -   ," 5,287.42 ",, -   , -   , -   ," 162,560.10 "," 29,260.82 "," 191,820.92 "
,,,,,,,," 214,002.05 "," 4,180.00 ", 54.00 ," 41,534.54 ",,,,," 14,687,737.23 ",,,,,,,," (54,000.00)",,," 14,633,737.23 "," 41,534.54 "," 17,267,809.93 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
