Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,A'pura,31.00,BTS Operation,PF-1928,Passenger Van," 209,080.42 "," 209,080.42 "," 2,491.00 ", 34.00 , -   , -   , 76.67 , -   ," 3,213.00 ", -   ," 212,293.42 "," 38,212.82 "," 250,506.24 ", -   , -   , -   ," 6,744.53 ",, -   , -   , -   ," 212,293.42 "," 38,212.82 "," 250,506.24 "
Prime,Badulla,31.00,RND,GS-6345,Passenger Van," 158,622.60 "," 158,622.60 "," 2,483.00 ", 57.00 , -   , -   , 58.22 , -   ," 4,488.75 ", -   ," 163,111.35 "," 29,360.04 "," 192,471.39 ",,, -   ," 5,116.86 ",, -   , -   , -   ," 163,111.35 "," 29,360.04 "," 192,471.39 "
Prime,Batticalo,31.00,RND,PI-1637,Van Field Use," 125,300.56 "," 125,300.56 "," 2,264.00 ", 81.50 , -   , -   , 55.68 , -   ," 7,701.75 ", -   ," 133,002.31 "," 23,940.42 "," 156,942.73 ", -   , -   , -   ," 4,041.95 ",, -   , -   , -   ," 133,002.31 "," 23,940.42 "," 156,942.73 "
Prime,Chilaw,31.00,BTS Operation,PE-3785,Passenger Van," 209,080.42 "," 209,080.42 "," 2,905.00 ", 82.00 , -   , 405.00 , 76.67 ," 31,051.35 "," 7,749.00 ", -   ," 247,880.77 "," 44,618.54 "," 292,499.31 ", -   , -   , -   ," 6,744.53 ",, -   , -   , -   ," 247,880.77 "," 44,618.54 "," 292,499.31 "
Prime,Colombo,31.00,BTS Operation,PF-3955,Self-Driven 4 X 4 Double cab," 152,000.00 "," 152,000.00 "," 1,981.00 ", -   , -   , -   , 57.75 , -   , -   , -   ," 152,000.00 "," 27,360.00 "," 179,360.00 ", -   , -   , -   ," 4,903.23 ",, -   , -   , -   ," 152,000.00 "," 27,360.00 "," 179,360.00 "
Prime,Galle,31.00,BTS Operation,PE-6334,4 X 4 Double cab," 229,666.67 "," 229,666.67 "," 2,928.00 ", 37.50 , -   , 428.00 , 81.17 ," 34,740.76 "," 3,543.75 ", -   ," 267,951.18 "," 48,231.21 "," 316,182.39 ", -   , -   , -   ," 7,408.60 ",, -   , -   , -   ," 267,951.18 "," 48,231.21 "," 316,182.39 "
Prime,Galle,8.00,Projects,KP-4632,Passenger Car," 122,100.00 "," 31,509.68 "," 1,157.00 ", 30.50 , -   , -   , 53.40 , -   ," 2,882.25 ", -   ," 34,391.93 "," 6,190.55 "," 40,582.47 ", -   , -   , -   ," 3,938.71 ",, -   , -   , -   ," 34,391.93 "," 6,190.55 "," 40,582.47 "
Prime,Galle,31.00,RND,CAO-5836,Passenger Car," 139,500.00 "," 139,500.00 "," 2,811.00 ", 18.00 , -   , 311.00 , 53.40 ," 16,607.40 "," 1,701.00 ", -   ," 157,808.40 "," 28,405.51 "," 186,213.91 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 157,808.40 "," 28,405.51 "," 186,213.91 "
Prime,Homagama,31.00,RND,CAX-2567,Passenger Car," 139,500.00 "," 139,500.00 "," 1,758.00 ", 18.00 , -   , -   , 53.40 , -   ," 1,701.00 ", -   ," 141,201.00 "," 25,416.18 "," 166,617.18 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 141,201.00 "," 25,416.18 "," 166,617.18 "
Prime,Jaffna,31.00,BTS Operation,HJ-1100,Passenger Van," 209,080.42 "," 209,080.42 "," 4,830.00 ", 164.00 , -   ," 2,330.00 ", 76.67 ," 178,641.10 "," 15,498.00 ", -   ," 403,219.52 "," 72,579.51 "," 475,799.03 ", -   , -   , -   ," 6,744.53 ",, -   , -   , -   ," 403,219.52 "," 72,579.51 "," 475,799.03 "
Prime,Jaffna,7.00,Sites Acquisition,251-2648,Passenger Van," 108,526.92 "," 24,506.08 ", 974.00 , 24.50 , -   , -   , 58.22 , -   ," 1,929.38 ", -   ," 26,435.45 "," 4,758.38 "," 31,193.84 ", -   , -   , -   ," 3,500.87 ",, -   , -   , -   ," 26,435.45 "," 4,758.38 "," 31,193.84 "
Prime,kadawatha,31.00,BTS Operation,PA-2784,Passenger Van," 174,713.75 "," 174,713.75 "," 1,477.00 ", 38.50 , -   , -   , 76.67 , -   ," 3,638.25 ", -   ," 178,352.00 "," 32,103.36 "," 210,455.36 ", -   , -   , -   ," 5,635.93 ",, -   , -   , -   ," 178,352.00 "," 32,103.36 "," 210,455.36 "
Prime,kadawatha,31.00,BTS Operation,PF-9818,Self-Driven 4 X 4 Double cab," 152,000.00 "," 152,000.00 "," 1,831.00 ", -   , -   , -   , 57.75 , -   , -   , -   ," 152,000.00 "," 27,360.00 "," 179,360.00 ", -   , -   , -   ," 4,903.23 ",, -   , -   , -   ," 152,000.00 "," 27,360.00 "," 179,360.00 "
Prime,Kandy,30.00,BTS Operation,CAH-0556,Passenger Car," 139,500.00 "," 135,000.00 "," 2,357.00 ", 45.00 , -   , -   , 53.40 , -   ," 4,252.50 ", -   ," 139,252.50 "," 25,065.45 "," 164,317.95 ", 1.00 , -   ," 2,000.00 "," 4,500.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 137,252.50 "," 24,705.45 "," 161,957.95 "
Prime,Kandy,30.00,BTS Operation,PB-3222,4 X 4 Double cab," 229,666.67 "," 222,258.07 "," 2,331.00 ", 44.00 , -   , -   , 81.17 , -   ," 4,158.00 ", -   ," 226,416.07 "," 40,754.89 "," 267,170.96 ", 1.00 , -   ," 2,000.00 "," 7,408.60 ",," (2,000.00)", (360.00)," (2,360.00)"," 224,416.07 "," 40,394.89 "," 264,810.96 "
Prime,Kandy,31.00,Sites Acquisition,CBJ-0791,Passenger Car," 139,500.00 "," 139,500.00 "," 2,020.00 ", 27.50 , -   , -   , 53.40 , -   ," 2,598.75 ", -   ," 142,098.75 "," 25,577.78 "," 167,676.53 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 142,098.75 "," 25,577.78 "," 167,676.53 "
Prime,Kandy,31.00,RND,PI-3731,Van Field Use," 125,300.56 "," 125,300.56 "," 2,294.00 ", 67.00 , -   , -   , 55.68 , -   ," 6,331.50 ", -   ," 131,632.06 "," 23,693.77 "," 155,325.83 ", -   , -   , -   ," 4,041.95 ",, -   , -   , -   ," 131,632.06 "," 23,693.77 "," 155,325.83 "
Prime,Kandy,31.00,Power,PF-0288,Passenger Van," 209,080.42 "," 209,080.42 "," 2,167.00 ", 24.00 , -   , -   , 76.67 , -   ," 2,268.00 ", -   ," 211,348.42 "," 38,042.72 "," 249,391.14 ", -   , -   , -   ," 6,744.53 ",, -   , -   , -   ," 211,348.42 "," 38,042.72 "," 249,391.14 "
Prime,Katunayaka,30.00,Projects,CAN-3782,Passenger Car," 139,500.00 "," 135,000.00 "," 2,210.00 ", 75.00 , -   , -   , 53.40 , -   ," 7,087.50 ", -   ," 142,087.50 "," 25,575.75 "," 167,663.25 ", 1.00 , -   ," 2,000.00 "," 4,500.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 140,087.50 "," 25,215.75 "," 165,303.25 "
Prime,Katunayaka,29.00,BTS Operation,PD-1734,4 X 4 Double cab," 229,666.67 "," 214,849.47 "," 2,002.84 ", 82.50 , -   , -   , 81.17 , -   ," 7,796.25 ", -   ," 222,645.72 "," 40,076.23 "," 262,721.94 ", 2.00 , -   ," 4,000.00 "," 7,408.60 ",," (4,000.00)", (720.00)," (4,720.00)"," 218,645.72 "," 39,356.23 "," 258,001.94 "
Prime,Katunayaka,31.00,BTS Operation,PC-8556,Self-Driven 4 X 4 Double cab," 142,000.00 "," 142,000.00 "," 1,408.75 ", -   , -   , -   , 57.75 , -   , -   , -   ," 142,000.00 "," 25,560.00 "," 167,560.00 ", -   , -   , -   ," 4,580.65 ",, -   , -   , -   ," 142,000.00 "," 25,560.00 "," 167,560.00 "
Prime,Kurunegala,31.00,Civil,PE-0852,Van Field Use," 125,300.56 "," 125,300.56 "," 2,488.00 ", 28.50 , -   , -   , 55.68 , -   ," 2,693.25 ", -   ," 127,993.81 "," 23,038.89 "," 151,032.70 ", -   , -   , -   ," 4,041.95 ",, -   , -   , -   ," 127,993.81 "," 23,038.89 "," 151,032.70 "
Prime,Kurunegala,30.00,Sites Acquisition,CAN-4723,Passenger Car," 139,500.00 "," 135,000.00 "," 2,501.00 ", 26.00 , -   , 1.00 , 53.40 , 53.40 ," 2,457.00 ", -   ," 137,510.40 "," 24,751.87 "," 162,262.27 ", 1.00 , -   ," 2,000.00 "," 4,500.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 135,510.40 "," 24,391.87 "," 159,902.27 "
Prime,Kurunegala,31.00,Sites Acquisition,CBB-8946,Passenger Car," 139,500.00 "," 139,500.00 "," 3,530.00 ", 61.50 , 4.00 ," 1,030.00 ", 53.40 ," 55,002.00 "," 5,811.75 "," 2,100.00 "," 202,413.75 "," 36,434.48 "," 238,848.23 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 202,413.75 "," 36,434.48 "," 238,848.23 "
Prime,Kurunegala,31.00,Projects,PC-0040,Van Field Use," 125,300.56 "," 125,300.56 "," 2,753.00 ", 111.00 , -   , 253.00 , 55.68 ," 14,087.04 "," 10,489.50 ", -   ," 149,877.10 "," 26,977.88 "," 176,854.98 ", -   , -   , -   ," 4,041.95 ",, -   , -   , -   ," 149,877.10 "," 26,977.88 "," 176,854.98 "
Prime,Kurunegala,31.00,BTS Operation,PC-4962,4 X 4 Double cab," 229,666.67 "," 229,666.67 "," 2,677.00 ", 25.00 , -   , 177.00 , 81.17 ," 14,367.09 "," 2,362.50 ", -   ," 246,396.26 "," 44,351.33 "," 290,747.59 ", -   , -   , -   ," 7,408.60 ",, -   , -   , -   ," 246,396.26 "," 44,351.33 "," 290,747.59 "
Prime,Kurunegala,31.00,RND,PC-3390,Passenger Van," 209,080.42 "," 209,080.42 "," 2,466.00 ", 46.00 , -   , -   , 76.67 , -   ," 4,347.00 ", -   ," 213,427.42 "," 38,416.94 "," 251,844.36 ", -   , -   , -   ," 6,744.53 ",, -   , -   , -   ," 213,427.42 "," 38,416.94 "," 251,844.36 "
Prime,Matara,31.00,Civil,CAO-2620,Passenger Car," 139,500.00 "," 139,500.00 "," 2,403.00 ", 29.00 , -   , -   , 53.40 , -   ," 2,740.50 ", -   ," 142,240.50 "," 25,603.29 "," 167,843.79 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 142,240.50 "," 25,603.29 "," 167,843.79 "
Prime,Matara,31.00,Sites Acquisition,CAW-8684,Passenger Car," 139,500.00 "," 139,500.00 "," 2,547.00 ", 19.50 , -   , 47.00 , 53.40 ," 2,509.80 "," 1,842.75 ", -   ," 143,852.55 "," 25,893.46 "," 169,746.01 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 143,852.55 "," 25,893.46 "," 169,746.01 "
Prime,Matara,25.00,RND,PG-6402,Van Field Use," 125,300.56 "," 101,048.84 "," 3,320.00 ", 44.50 , -   , 820.00 , 55.68 ," 45,657.60 "," 4,205.25 ", -   ," 150,911.69 "," 27,164.10 "," 178,075.79 ", 6.00 , -   ," 12,000.00 "," 4,041.95 ",," (12,000.00)"," (2,160.00)"," (14,160.00)"," 138,911.69 "," 25,004.10 "," 163,915.79 "
Prime,Matara,28.00,BTS Operation,PF-2260,4 X 4 Double cab," 229,666.67 "," 207,440.86 "," 2,179.94 ", 34.00 , -   , -   , 81.17 , -   ," 3,213.00 ", -   ," 210,653.86 "," 37,917.70 "," 248,571.56 ", 3.00 , -   ," 6,000.00 "," 7,408.60 ",," (6,000.00)"," (1,080.00)"," (7,080.00)"," 204,653.86 "," 36,837.70 "," 241,491.56 "
Prime,Nittambuwa,31.00,BTS Operation,PE-2282,4 X 4 Double cab," 229,666.67 "," 229,666.67 "," 1,820.91 ", 17.00 , -   , -   , 81.17 , -   ," 1,606.50 ", -   ," 231,273.17 "," 41,629.17 "," 272,902.34 ", -   , -   , -   ," 7,408.60 ",, -   , -   , -   ," 231,273.17 "," 41,629.17 "," 272,902.34 "
Prime,Panadura,30.00,Sites Acquisition,CAX-3097,Passenger Car," 139,500.00 "," 135,000.00 "," 2,498.00 ", 64.00 , -   , -   , 53.40 , -   ," 6,048.00 ", -   ," 141,048.00 "," 25,388.64 "," 166,436.64 ", 1.00 , -   ," 2,000.00 "," 4,500.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 139,048.00 "," 25,028.64 "," 164,076.64 "
Prime,Panadura,31.00,Power,CAV-1171,Passenger Car," 139,500.00 "," 139,500.00 "," 2,161.00 ", 46.00 , -   , -   , 53.40 , -   ," 4,347.00 ", -   ," 143,847.00 "," 25,892.46 "," 169,739.46 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 143,847.00 "," 25,892.46 "," 169,739.46 "
Prime,Panadura,24.00,BTS Operation,CBD-3756,Passenger Car," 139,500.00 "," 108,000.00 "," 1,761.00 ", 35.50 , -   , -   , 53.40 , -   ," 3,354.75 ", -   ," 111,354.75 "," 20,043.86 "," 131,398.61 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 111,354.75 "," 20,043.86 "," 131,398.61 "
Prime,Panadura,28.00,BTS Operation,JW-4703,Passenger Van," 209,080.42 "," 188,846.83 "," 1,873.00 ", 37.00 , -   , -   , 76.67 , -   ," 3,496.50 ", -   ," 192,343.33 "," 34,621.80 "," 226,965.13 ", 3.00 , -   ," 6,000.00 "," 6,744.53 ",," (6,000.00)"," (1,080.00)"," (7,080.00)"," 186,343.33 "," 33,541.80 "," 219,885.13 "
Prime,Polonnaruwa,30.00,BTS Operation,PD-4310,4 X 4 Double cab," 229,666.67 "," 222,258.07 "," 3,645.00 ", 149.50 , -   ," 1,145.00 ", 81.17 ," 92,939.65 "," 14,127.75 ", -   ," 329,325.47 "," 59,278.58 "," 388,604.05 ", 1.00 , -   ," 2,000.00 "," 7,408.60 ",," (2,000.00)", (360.00)," (2,360.00)"," 327,325.47 "," 58,918.58 "," 386,244.05 "
Prime,Polonnaruwa,30.00,BTS Operation,PC-0387,Passenger Van," 209,080.42 "," 202,335.89 "," 3,013.00 ", 91.50 , -   , 513.00 , 76.67 ," 39,331.71 "," 8,646.75 ", -   ," 250,314.35 "," 45,056.58 "," 295,370.93 ", 1.00 , -   ," 2,000.00 "," 6,744.53 ",," (2,000.00)", (360.00)," (2,360.00)"," 248,314.35 "," 44,696.58 "," 293,010.93 "
Prime,Rathnapura,31.00,RND,PJ-8253,Van Field Use," 125,300.56 "," 125,300.56 "," 2,262.00 ", 25.50 , -   , -   , 55.68 , -   ," 2,409.75 ", -   ," 127,710.31 "," 22,987.86 "," 150,698.17 ", -   , -   , -   ," 4,041.95 ",, -   , -   , -   ," 127,710.31 "," 22,987.86 "," 150,698.17 "
Prime,Rathnapura,31.00,Sites Acquisition,CAY-8398,Passenger Car," 139,500.00 "," 139,500.00 "," 2,912.00 ", 46.50 , -   , 412.00 , 53.40 ," 22,000.80 "," 4,394.25 ", -   ," 165,895.05 "," 29,861.11 "," 195,756.16 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 165,895.05 "," 29,861.11 "," 195,756.16 "
Prime,Thanamalwila,30.00,BTS Operation,PC-9586,4 X 4 Double cab," 229,666.67 "," 222,258.07 "," 2,772.42 ", 46.00 , -   , 272.42 , 81.17 ," 22,112.33 "," 4,347.00 ", -   ," 248,717.40 "," 44,769.13 "," 293,486.53 ", 1.00 , -   ," 2,000.00 "," 7,408.60 ",," (2,000.00)", (360.00)," (2,360.00)"," 246,717.40 "," 44,409.13 "," 291,126.53 "
Prime,Welikada,31.00,BTS Operation,CBC-9768,Self-Driven Passenger Car," 94,176.00 "," 94,176.00 "," 1,813.00 ", -   , -   , -   , 33.50 , -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 ", -   , -   , -   ," 3,037.94 ",, -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 "
Prime,Welikada,31.00,Pool,CAU-8614,Passenger Car," 139,500.00 "," 139,500.00 "," 3,617.00 ", 82.50 , -   ," 1,117.00 ", 53.40 ," 59,647.80 "," 7,796.25 ", -   ," 206,944.05 "," 37,249.93 "," 244,193.98 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 206,944.05 "," 37,249.93 "," 244,193.98 "
Prime,Welikada,17.00,Pool,CAA-1612,Passenger Car," 122,100.00 "," 66,958.06 "," 1,683.00 ", 23.00 , -   , 183.00 , 53.40 ," 9,772.20 "," 2,173.50 ", -   ," 78,903.76 "," 14,202.68 "," 93,106.44 ", -   , -   , -   ," 3,938.71 ",, -   , -   , -   ," 78,903.76 "," 14,202.68 "," 93,106.44 "
Prime,Welikada,12.00,Pool,CAP-8239,Passenger Car," 116,400.00 "," 45,058.06 "," 1,120.00 ", 26.00 , -   , 120.00 , 53.40 ," 6,408.00 "," 2,457.00 ", -   ," 53,923.06 "," 9,706.15 "," 63,629.22 ", -   , -   , -   ," 3,754.84 ",, -   , -   , -   ," 53,923.06 "," 9,706.15 "," 63,629.22 "
Prime,Welikada,31.00,Pool,CAQ-5544,Passenger Car," 139,500.00 "," 139,500.00 "," 2,794.00 ", 87.00 , 2.00 , 294.00 , 53.40 ," 15,699.60 "," 8,221.50 "," 1,050.00 "," 164,471.10 "," 29,604.80 "," 194,075.90 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 164,471.10 "," 29,604.80 "," 194,075.90 "
Prime,Welikada,13.00,Pool,CAO-1292,Passenger Car," 122,100.00 "," 51,203.23 "," 1,333.00 ", 36.50 , -   , -   , 53.40 , -   ," 3,449.25 ", -   ," 54,652.48 "," 9,837.45 "," 64,489.92 ", -   , -   , -   ," 3,938.71 ",, -   , -   , -   ," 54,652.48 "," 9,837.45 "," 64,489.92 "
Prime,Welikada,30.00,Pool,CAZ-3508,Passenger Car," 139,500.00 "," 135,000.00 "," 3,467.00 ", 70.00 , 2.00 , 967.00 , 53.40 ," 51,637.80 "," 6,615.00 "," 1,050.00 "," 194,302.80 "," 34,974.50 "," 229,277.30 ", 1.00 , -   ," 2,000.00 "," 4,500.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 192,302.80 "," 34,614.50 "," 226,917.30 "
Prime,Welikada,30.00,Pool,CAW-7120,Passenger Car," 139,500.00 "," 135,000.00 "," 3,382.00 ", 47.00 , 1.00 , 882.00 , 53.40 ," 47,098.80 "," 4,441.50 ", 525.00 ," 187,065.30 "," 33,671.75 "," 220,737.05 ", 1.00 , -   ," 2,000.00 "," 4,500.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 185,065.30 "," 33,311.75 "," 218,377.05 "
Prime,Welikada,6.00,Pool,CBC-0290,Passenger Car," 116,400.00 "," 22,529.03 ", 684.00 , 12.00 , -   , -   , 53.40 , -   ," 1,134.00 ", -   ," 23,663.03 "," 4,259.35 "," 27,922.38 ", -   , -   , -   ," 3,754.84 ",, -   , -   , -   ," 23,663.03 "," 4,259.35 "," 27,922.38 "
Prime,Welikada,31.00,Pool,CAU-7591,Passenger Car," 139,500.00 "," 139,500.00 "," 3,604.00 ", 67.50 , 2.00 ," 1,104.00 ", 53.40 ," 58,953.60 "," 6,378.75 "," 1,050.00 "," 205,882.35 "," 37,058.82 "," 242,941.17 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 205,882.35 "," 37,058.82 "," 242,941.17 "
Prime,Welikada,31.00,Pool,CAZ-3165,Passenger Car," 139,500.00 "," 139,500.00 "," 4,542.00 ", 97.50 , 2.00 ," 2,042.00 ", 53.40 ," 109,042.80 "," 9,213.75 "," 1,050.00 "," 258,806.55 "," 46,585.18 "," 305,391.73 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 258,806.55 "," 46,585.18 "," 305,391.73 "
Prime,Welikada,31.00,Pool,KX-8277,Passenger Car," 139,500.00 "," 139,500.00 "," 3,215.00 ", 62.00 , -   , 715.00 , 53.40 ," 38,181.00 "," 5,859.00 ", -   ," 183,540.00 "," 33,037.20 "," 216,577.20 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 183,540.00 "," 33,037.20 "," 216,577.20 "
Prime,Welikada,29.00,Pool,CAU-5830,Passenger Car," 139,500.00 "," 130,500.00 "," 3,056.00 ", 85.00 , 1.00 , 556.00 , 53.40 ," 29,690.40 "," 8,032.50 ", 525.00 ," 168,747.90 "," 30,374.62 "," 199,122.52 ", 2.00 , -   ," 4,000.00 "," 4,500.00 ",," (4,000.00)", (720.00)," (4,720.00)"," 164,747.90 "," 29,654.62 "," 194,402.52 "
Prime,Welikada,26.00,Pool,CBF-3501,Passenger Car," 139,500.00 "," 117,000.00 "," 2,084.00 ", 25.00 , 1.00 , -   , 53.40 , -   ," 2,362.50 ", 525.00 ," 119,887.50 "," 21,579.75 "," 141,467.25 ", 1.00 , -   ," 2,000.00 "," 4,500.00 ",," (2,000.00)", (360.00)," (2,360.00)"," 117,887.50 "," 21,219.75 "," 139,107.25 "
Prime,Welikada,31.00,Pool,CBJ-9817,Passenger Car," 139,500.00 "," 139,500.00 "," 3,290.00 ", 73.50 , 2.00 , 790.00 , 53.40 ," 42,186.00 "," 6,945.75 "," 1,050.00 "," 189,681.75 "," 34,142.72 "," 223,824.47 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 189,681.75 "," 34,142.72 "," 223,824.47 "
Prime,Welikada,31.00,Pool,CAK-9887,Passenger Car," 139,500.00 "," 139,500.00 "," 3,711.00 ", 87.00 , 3.00 ," 1,211.00 ", 53.40 ," 64,667.40 "," 8,221.50 "," 1,575.00 "," 213,963.90 "," 38,513.50 "," 252,477.40 ", -   , -   , -   ," 4,500.00 ",, -   , -   , -   ," 213,963.90 "," 38,513.50 "," 252,477.40 "
Prime,Welikada,31.00,BTS Operation,PB-5250,4 X 4 Double cab," 229,666.67 "," 229,666.67 "," 4,754.00 ", 124.50 , 7.00 ," 2,254.00 ", 81.17 ," 182,957.18 "," 11,765.25 "," 3,675.00 "," 428,064.10 "," 77,051.54 "," 505,115.64 ", -   , -   , -   ," 7,408.60 ",, -   , -   , -   ," 428,064.10 "," 77,051.54 "," 505,115.64 "
Prime,Welikada,31.00,Transmission Operations,KO-8066,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,556.00 ", -   , -   , 56.00 , 33.50 ," 1,876.00 ", -   , -   ," 91,876.00 "," 16,537.68 "," 108,413.68 ", -   , -   , -   ," 2,903.23 ",, -   , -   , -   ," 91,876.00 "," 16,537.68 "," 108,413.68 "
Prime,Welikada,31.00,Transport Maintaince,CBK-9688,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,687.00 ", -   , -   , 187.00 , 33.50 ," 6,264.50 ", -   , -   ," 96,264.50 "," 17,327.61 "," 113,592.11 ", -   , -   , -   ," 2,903.23 ",, -   , -   , -   ," 96,264.50 "," 17,327.61 "," 113,592.11 "
Prime,Welikada,31.00,Transmission Operations,CAT-1657,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,342.00 ", -   , -   , -   , 33.50 , -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 ", -   , -   , -   ," 2,903.23 ",, -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 "
